# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	EDITID	INFERRED_CLASS
1753	97	vā́ti	phūkṇā	pʰukna:	Punjabi	pʰ u k n a:	1 7 1 4 7	AXBCZ	PYKNA	13	13.P.C 13.Y.V 13.K.C 13.N.C 13.A.V	2.0 1.5 1.75 1.5 0.8	0	2498	vā́ti:2498
1754	97	vā́ti	phūkaṇu	pʰuka:nu	Sindhi	pʰ u k a: n u	1 7 1 7 4 7	AXBYBZ	PYKANY	16	16.P.C 16.Y.V 16.K.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2498	vā́ti:2498
1755	97	vā́ti	phū̃kvũ	pʰukvu	Gujarati	pʰ u k v u	1 7 1 3 7	AXBCZ	PYKBY	5	5.P.C 5.Y.V 5.K.C 5.B.C 5.Y.V	2.0 1.5 1.75 1.5 0.8	0	2498	vā́ti:2498
1756	97	vā́ti	phuṅkṇe	pʰuṅkṅɛ	Marathi	pʰ u ṅ k ṅ ɛ	1 7 0 1 0 7	AXBYBZ	PY0K0E	9	9.P.C 9.Y.V 9.0.C 9.K.V 9.0.C 9.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2498	vā́ti:2498
1757	97	vā́ti	phūk	pʰuk	Konkani	pʰ u k	1 7 1	AXN	PYK	8	8.P.C 8.Y.V 8.K.c	2.0 1.5 0.8	0	2498	vā́ti:2498
1758	97	vā́ti	phu	pʰu	Assamese	pʰ u	1 7	AX	PY	1	1.P.C 1.Y.V	2.0 1.5	0	2498	vā́ti:2498
1759	97	vā́ti	phũ	pʰu:	Bengali	pʰ u:	1 7	AX	PY	2	2.P.C 2.Y.V	2.0 1.5	0	2491	vā́ti:2491
1760	97	vā́ti	phuṅkiba	pʰuṅki:ba:	Oriya	pʰ u ṅ k i: b a:	1 7 0 1 7 1 7	AXBCYBZ	PY0KIPA	11	11.P.C 11.Y.V 11.0.C 11.K.C 11.I.V 11.P.C 11.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	2498	vā́ti:2498
1761	97	vā́ti	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	2496	vā́ti:2496
1762	97	vā́ti	tappulanawā	tappulanawā	Sinhalese	t a pp u l a n a w ā	1 7 1 7 5 7 4 7 6 7	AXBYBYBYBZ	TAPYLANAWA	17	17.T.C 17.A.V 17.P.C 17.Y.V 17.L.C 17.A.V 17.N.C 17.A.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	2506	vā́ti:2506
1763	97	vā́ti	fumun̊	fumun̊	Dhivehi	f u m u n̊	3 7 4 7 4	AXBYN	BYMYN	4	4.B.C 4.Y.V 4.M.C 4.Y.V 4.N.c	2.0 1.5 1.75 1.3 0.8	0	2493	vā́ti:2493
1764	97	vā́ti	phurdel	pʰurdɛl	Romani	pʰ u r d ɛ l	1 7 5 1 7 5	AXMBYN	PYRTEL	14	14.P.C 14.Y.V 14.R.c 14.T.C 14.E.V 14.L.c	2.0 1.5 1.1 1.75 1.3 0.8	0	2498	vā́ti:2498
#
901	50	vṛkṣá,	vṛkṣá,	ʋɾɪkʂ	Sanskrit	ʋ ɾ ɪ k ʂ	6 5 7 1 3	ACYBC	WRIKS	15	15.W.C 15.R.C 15.I.V 15.K.C 15.S.C	2.0 1.5 1.3 1.75 1.5	0	2521	vṛkṣá,:2521
902	50	vṛkṣá,	rukkha	rukkʰa:	Pali	r u k kʰ a:	5 7 1 1 7	AXMBZ	RYKKA	12	12.R.C 12.Y.V 12.K.c 12.K.C 12.A.V	2.0 1.5 1.1 1.75 0.8	0	2513	vṛkṣá,:2513
903	50	vṛkṣá,	peṛ	peːɽ	Hindi	p eː ɽ	1 7 5	AXN	PER	6	6.P.C 6.E.V 6.R.c	2.0 1.5 0.8	0	2509	vṛkṣá,:2509
904	50	vṛkṣá,	darxat	deˈɾæxtʰ	Urdu	d e ˈɾ æ x tʰ	1 7 5 7 3 1	AXBYLN	TEREGT	18	18.T.C 18.E.V 18.R.C 18.E.V 18.G.c 18.T.c	2.0 1.5 1.75 1.3 1.1 0.8	0	2524	vṛkṣá,:2524
905	50	vṛkṣá,	rūkh	rukʰ	Nepali	r u kʰ	5 7 1	AXN	RYK	10	10.R.C 10.Y.V 10.K.c	2.0 1.5 0.8	0	2513	vṛkṣá,:2513
906	50	vṛkṣá,	pheṛ,	pheṛ	Bhojpuri	p h e ṛ	1 3 7 5	ACXN	PHER	3	3.P.C 3.H.C 3.E.V 3.R.c	2.0 1.5 1.5 0.8	0	2509	vṛkṣá,:2509
907	50	vṛkṣá,	rukkha	rukkʰa:	Punjabi	r u k kʰ a:	5 7 1 1 7	AXMBZ	RYKKA	13	13.R.C 13.Y.V 13.K.c 13.K.C 13.A.V	2.0 1.5 1.1 1.75 0.8	0	2513	vṛkṣá,:2513
908	50	vṛkṣá,	vaṇu	vaṇju	Sindhi	v a ṇ j u	3 7 4 6 7	AXBCZ	BANJY	16	16.B.C 16.A.V 16.N.C 16.J.C 16.Y.V	2.0 1.5 1.75 1.5 0.8	0	2522	vṛkṣá,:2522
909	50	vṛkṣá,	jhāḍ,	dzʱaɖ	Gujarati	d zʱ a ɖ	1 3 7 1	ACXN	TSAT	5	5.T.C 5.S.C 5.A.V 5.T.c	2.0 1.5 1.5 0.8	0	2511	vṛkṣá,:2511
910	50	vṛkṣá,	j̈hāḍ	dzʱaɖ	Marathi	d zʱ a ɖ	1 3 7 1	ACXN	TSAT	9	9.T.C 9.S.C 9.A.V 9.T.c	2.0 1.5 1.5 0.8	0	2511	vṛkṣá,:2511
911	50	vṛkṣá,	jhāḍ,	dzʱaɖ	Konkani	d zʱ a ɖ	1 3 7 1	ACXN	TSAT	8	8.T.C 8.S.C 8.A.V 8.T.c	2.0 1.5 1.5 0.8	0	2511	vṛkṣá,:2511
912	50	vṛkṣá,	gos	ɡɔs	Assamese	ɡ ɔ s	1 7 3	AXN	KUS	1	1.K.C 1.U.V 1.S.c	2.0 1.5 0.8	0	2507	vṛkṣá,:2507
913	50	vṛkṣá,	gach	ɡɑs	Bengali	ɡ ɑ s	1 7 3	AXN	KAS	2	2.K.C 2.A.V 2.S.c	2.0 1.5 0.8	0	2507	vṛkṣá,:2507
914	50	vṛkṣá,	gôchô,	ɡɔtʃʰɔ	Oriya	ɡ ɔ t ʃʰ ɔ	1 7 1 3 7	AXBCZ	KUTSU	11	11.K.C 11.U.V 11.T.C 11.S.C 11.U.V	2.0 1.5 1.75 1.5 0.8	0	2507	vṛkṣá,:2507
915	50	vṛkṣá,	kul	kul	Kashmiri	k u l	1 7 5	AXN	KYL	7	7.K.C 7.Y.V 7.L.c	2.0 1.5 0.8	0	2513	vṛkṣá,:2513
916	50	vṛkṣá,	gasa	ɡəsə	Sinhalese	ɡ ə s ə	1 7 3 7	AXBZ	KESE	17	17.K.C 17.E.V 17.S.C 17.E.V	2.0 1.5 1.75 0.8	0	2507	vṛkṣá,:2507
917	50	vṛkṣá,	gas	ɡəs	Dhivehi	ɡ ə s	1 7 3	AXN	KES	4	4.K.C 4.E.V 4.S.c	2.0 1.5 0.8	0	2507	vṛkṣá,:2507
918	50	vṛkṣá,	rukh	rukʰ	Romani	r u kʰ	5 7 1	AXN	RYK	14	14.R.C 14.Y.V 14.K.c	2.0 1.5 0.8	0	2513	vṛkṣá,:2513
#
3403	189	vṛttá,	vṛttá,	ʋɾɪtt	Sanskrit	ʋ ɾ ɪ tt	6 5 7 1	ACYN	WRIT	15	15.W.C 15.R.C 15.I.V 15.T.c	2.0 1.5 1.3 0.8	0	2539	vṛttá,:2539
3404	189	vṛttá,	guḷa	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3405	189	vṛttá,	gol	ɡoːl	Hindi	ɡ oː l	1 7 5	AXN	KUL	6	6.K.C 6.U.V 6.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3406	189	vṛttá,	gol	ɡoːl	Urdu	ɡ oː l	1 7 5	AXN	KUL	18	18.K.C 18.U.V 18.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3407	189	vṛttá,	golo	ɡolo	Nepali	ɡ o l o	1 7 5 7	AXBZ	KULU	10	10.K.C 10.U.V 10.L.C 10.U.V	2.0 1.5 1.75 0.8	0	2525	vṛttá,:2525
3408	189	vṛttá,	gol	ɡoːl	Bhojpuri	ɡ oː l	1 7 5	AXN	KUL	3	3.K.C 3.U.V 3.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3409	189	vṛttá,	gol	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3410	189	vṛttá,	golu	ɡoːl	Sindhi	ɡ oː l	1 7 5	AXN	KUL	16	16.K.C 16.U.V 16.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3411	189	vṛttá,	goḷ	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3412	189	vṛttá,	gol	ɡoːl	Marathi	ɡ oː l	1 7 5	AXN	KUL	9	9.K.C 9.U.V 9.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3413	189	vṛttá,	golākār	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3414	189	vṛttá,	gül	ɡʊl	Assamese	ɡ ʊ l	1 7 5	AXN	KYL	1	1.K.C 1.Y.V 1.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3415	189	vṛttá,	gol	ɡʊl	Bengali	ɡ ʊ l	1 7 5	AXN	KYL	2	2.K.C 2.Y.V 2.L.c	2.0 1.5 0.8	0	2525	vṛttá,:2525
3416	189	vṛttá,	golô	None	Oriya	N o n e	0 7 4 7	AXBZ	0UNE	11	11.0.C 11.U.V 11.N.C 11.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3417	189	vṛttá,	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3418	189	vṛttá,	waṭaya	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3419	189	vṛttá,	vaṣ̊	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	2528	vṛttá,:2528
3420	189	vṛttá,	oblo	ˈoblo	Romani	ˈo b l o	7 1 5 7	XBCZ	UPLU	14	14.U.V 14.P.C 14.L.C 14.U.V	1.5 1.75 1.5 0.8	0	2525	vṛttá,:2525
#
3673	204	yádi	yádi	jədiː	Sanskrit	j ə d iː	6 7 1 7	AXBZ	JETI	15	15.J.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.75 0.8	0	2549	yádi:2549
3674	204	yádi	yadi	jɑdiː	Pali	j ɑ d iː	6 7 1 7	AXBZ	JATI	12	12.J.C 12.A.V 12.T.C 12.I.V	2.0 1.5 1.75 0.8	0	2549	yádi:2549
3675	204	yádi	agar	əɡəɾ	Hindi	ə ɡ ə ɾ	7 1 7 5	XBYN	EKER	6	6.E.V 6.K.C 6.E.V 6.R.c	1.5 1.75 1.3 0.8	0	2542	yádi:2542
3676	204	yádi	agar	ˈæɡʲæɾ	Urdu	ˈæ ɡʲ æ ɾ	7 1 7 5	XBYN	EKER	18	18.E.V 18.K.C 18.E.V 18.R.c	1.5 1.75 1.3 0.8	0	2557	yádi:2557
3677	204	yádi	yadi	jədiː	Nepali	j ə d iː	6 7 1 7	AXBZ	JETI	10	10.J.C 10.E.V 10.T.C 10.I.V	2.0 1.5 1.75 0.8	0	2549	yádi:2549
3678	204	yádi	agar	əɡəɾ	Bhojpuri	ə ɡ ə ɾ	7 1 7 5	XBYN	EKER	3	3.E.V 3.K.C 3.E.V 3.R.c	1.5 1.75 1.3 0.8	0	2542	yádi:2542
3679	204	yádi	je	dʒeː	Punjabi	d ʒ eː	1 3 7	ACX	TSE	13	13.T.C 13.S.C 13.E.V	2.0 1.5 1.5	0	2542	yádi:2542
3680	204	yádi	jekaᶑahin	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	1	2546	yádi:2546
3681	204	yádi	jo	dʒoɾ	Gujarati	d ʒ o ɾ	1 3 7 5	ACXN	TSUR	5	5.T.C 5.S.C 5.U.V 5.R.c	2.0 1.5 1.5 0.8	0	2542	yádi:2542
3682	204	yádi	j̈ar	dʒəɾ	Marathi	d ʒ ə ɾ	1 3 7 5	ACXN	TSER	9	9.T.C 9.S.C 9.E.V 9.R.c	2.0 1.5 1.5 0.8	0	2542	yádi:2542
3683	204	yádi	jar	dʒəɾ	Konkani	d ʒ ə ɾ	1 3 7 5	ACXN	TSER	8	8.T.C 8.S.C 8.E.V 8.R.c	2.0 1.5 1.5 0.8	0	2542	yádi:2542
3684	204	yádi	zodi	ziodi:	Assamese	z io d i:	3 7 1 7	AXBZ	SITI	1	1.S.C 1.I.V 1.T.C 1.I.V	2.0 1.5 1.75 0.8	0	2540	yádi:2540
3685	204	yádi	jôdi	dʒo:di:	Bengali	d ʒ o: d i:	1 3 7 1 7	ACXBZ	TSUTI	2	2.T.C 2.S.C 2.U.V 2.T.C 2.I.V	2.0 1.5 1.5 1.75 0.8	0	2540	yádi:2540
3686	204	yádi	jôdi	dʒo:di:	Oriya	d ʒ o: d i:	1 3 7 1 7	ACXBZ	TSUTI	11	11.T.C 11.S.C 11.U.V 11.T.C 11.I.V	2.0 1.5 1.5 1.75 0.8	0	2540	yádi:2540
3687	204	yádi	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	2546	yádi:2546
3688	204	yádi	nam,	nam	Sinhalese	n a m	4 7 4	AXN	NAM	17	17.N.C 17.A.V 17.M.c	2.0 1.5 0.8	0	2543	yádi:2543
3689	204	yádi	nama	nama	Dhivehi	n a m a	4 7 4 7	AXBZ	NAMA	4	4.N.C 4.A.V 4.M.C 4.A.V	2.0 1.5 1.75 0.8	0	2543	yádi:2543
3690	204	yádi	te	tiː	Romani	t iː	1 7	AX	TI	14	14.T.C 14.I.V	2.0 1.5	0	2549	yádi:2549
#
1621	90	yákṛt	yákṛt	jɐkrt	Sanskrit	j ɐ k r t	6 7 1 5 1	AXBYN	JEKRT	15	15.J.C 15.E.V 15.K.C 15.R.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	2558	yákṛt:2558
1622	90	yákṛt	yakana	jakana	Pali	j a k a n a	6 7 1 7 4 7	AXBYBZ	JAKANA	12	12.J.C 12.A.V 12.K.C 12.A.V 12.N.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2558	yákṛt:2558
1623	90	yákṛt	jigar,	dʒɪɡəɾ	Hindi	d ʒ ɪ ɡ ə ɾ	1 3 7 1 7 5	ACXBYN	TSIKER	6	6.T.C 6.S.C 6.I.V 6.K.C 6.E.V 6.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	2560	yákṛt:2560
1624	90	yákṛt	jigar	dʒiɡaɾ	Urdu	d ʒ i ɡ a ɾ	1 3 7 1 7 5	ACXBYN	TSIKAR	18	18.T.C 18.S.C 18.I.V 18.K.C 18.A.V 18.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	2560	yákṛt:2560
1625	90	yákṛt	kalejo	kʌledzo	Nepali	k ʌ l e d z o	1 7 5 7 1 3 7	AXBYBCZ	KELETSU	10	10.K.C 10.E.V 10.L.C 10.E.V 10.T.C 10.S.C 10.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	2559	yákṛt:2559
1626	90	yákṛt	jigar,	dʒɪɡəɾ	Bhojpuri	d ʒ ɪ ɡ ə ɾ	1 3 7 1 7 5	ACXBYN	TSIKER	3	3.T.C 3.S.C 3.I.V 3.K.C 3.E.V 3.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	2560	yákṛt:2560
1627	90	yákṛt	jigar	None	Punjabi	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	2564	yákṛt:2564
1628	90	yákṛt	jigaru	dʒiɡaɾ	Sindhi	d ʒ i ɡ a ɾ	1 3 7 1 7 5	ACXBYN	TSIKAR	16	16.T.C 16.S.C 16.I.V 16.K.C 16.A.V 16.R.c	2.0 1.5 1.5 1.75 1.3 0.8	0	2560	yákṛt:2560
1629	90	yákṛt	yakṛt,	jakɾt	Gujarati	j a k ɾ t	6 7 1 5 1	AXBYN	JAKRT	5	5.J.C 5.A.V 5.K.C 5.R.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	2558	yákṛt:2558
1630	90	yákṛt	yakrut,	jakɾut	Marathi	j a k ɾ u t	6 7 1 5 7 1	AXBCYN	JAKRYT	9	9.J.C 9.A.V 9.K.C 9.R.C 9.Y.V 9.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0	2558	yákṛt:2558
1631	90	yákṛt	yakrut	jakɾut	Konkani	j a k ɾ u t	6 7 1 5 7 1	AXBCYN	JAKRYT	8	8.J.C 8.A.V 8.K.C 8.R.C 8.Y.V 8.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0	2558	yákṛt:2558
1632	90	yákṛt	zokrit,	zokrit	Assamese	z o k r i t	3 7 1 5 7 1	AXBCYN	SUKRIT	1	1.S.C 1.U.V 1.K.C 1.R.C 1.I.V 1.T.c	2.0 1.5 1.75 1.5 1.3 0.8	0	2558	yákṛt:2558
1633	90	yákṛt	kôlje	kɔldʒe	Bengali	k ɔ l d ʒ e	1 7 5 1 3 7	AXMBCZ	KULTSE	2	2.K.C 2.U.V 2.L.c 2.T.C 2.S.C 2.E.V	2.0 1.5 1.1 1.75 1.5 0.8	0	2559	yákṛt:2559
1634	90	yákṛt	jôkrutô,	dʒɔkɾutɔ	Oriya	d ʒ ɔ k ɾ u t ɔ	1 3 7 1 5 7 1 7	ACXBCYBZ	TSUKRYTU	11	11.T.C 11.S.C 11.U.V 11.K.C 11.R.C 11.Y.V 11.T.C 11.U.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	0	2558	yákṛt:2558
1635	90	yákṛt	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	2564	yákṛt:2564
1636	90	yákṛt	akmāwa	akmāwɑ	Sinhalese	a k m ā w ɑ	7 1 4 7 6 7	XBCYBZ	AKMAWA	17	17.A.V 17.K.C 17.M.C 17.A.V 17.W.C 17.A.V	1.5 1.75 1.5 1.3 1.75 0.8	0	2574	yákṛt:2574
1637	90	yákṛt	mē	mɛ:	Dhivehi	m ɛ:	4 7	AX	ME	4	4.M.C 4.E.V	2.0 1.5	0	2561	yákṛt:2561
1638	90	yákṛt	puko	puko	Romani	p u k o	1 7 1 7	AXBZ	PYKU	14	14.P.C 14.Y.V 14.K.C 14.U.V	2.0 1.5 1.75 0.8	0	2571	yákṛt:2571
#
1981	110	yúdhyate	yúdhyate	waɪúdhyate	Sanskrit	w aɪú d h ya t e	6 7 1 3 7 1 7	AXBCYBZ	WATHYTE	15	15.W.C 15.A.V 15.T.C 15.H.C 15.Y.V 15.T.C 15.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	2586	yúdhyate:2586
1982	110	yúdhyate	yodheti	yodheti	Pali	yo d h e t i	7 1 3 7 1 7	XBCYBZ	YTHETI	12	12.Y.V 12.T.C 12.H.C 12.E.V 12.T.C 12.I.V	1.5 1.75 1.5 1.3 1.75 0.8	0	2586	yúdhyate:2586
1983	110	yúdhyate	laṛnā	ləɽnɑː	Hindi	l ə ɽ n ɑː	5 7 5 4 7	AXMBZ	LERNA	6	6.L.C 6.E.V 6.R.c 6.N.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	2577	yúdhyate:2577
1984	110	yúdhyate	laṛnā	ləɽᵊnɑː	Urdu	l ə ɽᵊ n ɑː	5 7 5 4 7	AXMBZ	LERNA	18	18.L.C 18.E.V 18.R.c 18.N.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	2577	yúdhyate:2577
1985	110	yúdhyate	laḍnu	lʌɽɳu	Nepali	l ʌ ɽ ɳ u	5 7 5 4 7	AXMBZ	LERNY	10	10.L.C 10.E.V 10.R.c 10.N.C 10.Y.V	2.0 1.5 1.1 1.75 0.8	0	2577	yúdhyate:2577
1986	110	yúdhyate	laṛe	ləɽe	Bhojpuri	l ə ɽ e	5 7 5 7	AXBZ	LERE	3	3.L.C 3.E.V 3.R.C 3.E.V	2.0 1.5 1.75 0.8	0	2577	yúdhyate:2577
1987	110	yúdhyate	laṛnā	ləɽnɑː	Punjabi	l ə ɽ n ɑː	5 7 5 4 7	AXMBZ	LERNA	13	13.L.C 13.E.V 13.R.c 13.N.C 13.A.V	2.0 1.5 1.1 1.75 0.8	0	2577	yúdhyate:2577
1988	110	yúdhyate	viṛhaṇu	viɽhɑːṇu	Sindhi	v i ɽ h ɑː ṇ u	3 7 5 3 7 4 7	AXMBYBZ	BIRHANY	16	16.B.C 16.I.V 16.R.c 16.H.C 16.A.V 16.N.C 16.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	2590	yúdhyate:2590
1989	110	yúdhyate	laḍvũ	laɖvũ:	Gujarati	l a ɖ v ũ:	5 7 1 3 7	AXBCZ	LATBY	5	5.L.C 5.A.V 5.T.C 5.B.C 5.Y.V	2.0 1.5 1.75 1.5 0.8	0	2579	yúdhyate:2579
1990	110	yúdhyate	laḍhṇe	laɖʱṇɛ	Marathi	l a ɖʱ ṇ ɛ	5 7 1 4 7	AXBCZ	LATNE	9	9.L.C 9.A.V 9.T.C 9.N.C 9.E.V	2.0 1.5 1.75 1.5 0.8	0	2579	yúdhyate:2579
1991	110	yúdhyate	jhagaḍce	dʑagaɖtʃɛ	Konkani	d ʑ a g a ɖ t ʃ ɛ	1 3 7 1 7 1 1 3 7	ACXBYMBCZ	TSAKATTSE	8	8.T.C 8.S.C 8.A.V 8.K.C 8.A.V 8.T.c 8.T.C 8.S.C 8.E.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 1.5 0.8	0	2582	yúdhyate:2582
1992	110	yúdhyate	zũz	zũz	Assamese	z ũ z	3 7 3	AXN	SYS	1	1.S.C 1.Y.V 1.S.c	2.0 1.5 0.8	0	2575	yúdhyate:2575
1993	110	yúdhyate	lôṛa	lɔɹa	Bengali	l ɔ ɹ a	5 7 5 7	AXBZ	LURA	2	2.L.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	2576	yúdhyate:2576
1994	110	yúdhyate	juddhô	dʑud:ʱô:	Oriya	d ʑ u d:ʱ ô:	1 3 7 1 7	ACXBZ	TSYTU	11	11.T.C 11.S.C 11.Y.V 11.T.C 11.U.V	2.0 1.5 1.5 1.75 0.8	0	2585	yúdhyate:2585
1995	110	yúdhyate	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	2581	yúdhyate:2581
1996	110	yúdhyate	saṭan	sɑṭæn	Sinhalese	s ɑ ṭ æ n	3 7 1 7 4	AXBYN	SATEN	17	17.S.C 17.A.V 17.T.C 17.E.V 17.N.c	2.0 1.5 1.75 1.3 0.8	0	2591	yúdhyate:2591
1997	110	yúdhyate	taḷāfoḷun̊	tɑḷāfoḷʌn	Dhivehi	t ɑ ḷ ā f o ḷ ʌ n	1 7 5 7 3 7 5 7 4	AXBYBYBYN	TALABULEN	4	4.T.C 4.A.V 4.L.C 4.A.V 4.B.C 4.U.V 4.L.C 4.E.V 4.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	2578	yúdhyate:2578
1998	110	yúdhyate	marel	marel	Romani	m a r e l	4 7 5 7 5	AXBYN	MAREL	14	14.M.C 14.A.V 14.R.C 14.E.V 14.L.c	2.0 1.5 1.75 1.3 0.8	0	2588	yúdhyate:2588
#
847	47	yūkā	yūkā	yu:kɑː	Sanskrit	yu: k ɑː	7 1 7	XBZ	YKA	15	15.Y.V 15.K.C 15.A.V	1.5 1.75 0.8	0	2593	yūkā:2593
848	47	yūkā	ūkā	u:kɑː	Pali	u: k ɑː	7 1 7	XBZ	YKA	12	12.Y.V 12.K.C 12.A.V	1.5 1.75 0.8	0	2593	yūkā:2593
849	47	yūkā	jū̃	dʒũː	Hindi	d ʒ ũː	1 3 7	ACX	TSY	6	6.T.C 6.S.C 6.Y.V	2.0 1.5 1.5	0	2597	yūkā:2597
850	47	yūkā	jū̃	dʒũː	Urdu	d ʒ ũː	1 3 7	ACX	TSY	18	18.T.C 18.S.C 18.Y.V	2.0 1.5 1.5	0	2597	yūkā:2597
851	47	yūkā	jumrā	dzumrä	Nepali	d z u m r ä	1 3 7 4 5 7	ACXBCZ	TSYMRA	10	10.T.C 10.S.C 10.Y.V 10.M.C 10.R.C 10.A.V	2.0 1.5 1.5 1.75 1.5 0.8	0	2601	yūkā:2601
852	47	yūkā	līkh	li:kʰ	Bhojpuri	l i: kʰ	5 7 1	AXN	LIK	3	3.L.C 3.I.V 3.K.c	2.0 1.5 0.8	0	2594	yūkā:2594
853	47	yūkā	jū̃	ʤeɪū̃	Punjabi	ʤ eɪū̃	2 7	AX	CE	13	13.C.C 13.E.V	2.0 1.5	0	2596	yūkā:2596
854	47	yūkā	jū̃a,	ʤeɪū̃eɪ	Sindhi	ʤ eɪū̃eɪ	2 7	AX	CE	16	16.C.C 16.E.V	2.0 1.5	0	2596	yūkā:2596
855	47	yūkā	jū	ʤeɪū̃	Gujarati	ʤ eɪū̃	2 7	AX	CE	5	5.C.C 5.E.V	2.0 1.5	0	2596	yūkā:2596
856	47	yūkā	ū	uː	Marathi	uː	7	X	Y	9	9.Y.V	1.5	0	2600	yūkā:2600
857	47	yūkā	ūv,	ūvi	Konkani	ū v i	7 3 7	XBZ	YBI	8	8.Y.V 8.B.C 8.I.V	1.5 1.75 0.8	0	2599	yūkā:2599
858	47	yūkā	ükoni	ükoni	Assamese	ü k o n i	7 1 7 4 7	XBYBZ	YKUNI	1	1.Y.V 1.K.C 1.U.V 1.N.C 1.I.V	1.5 1.75 1.3 1.75 0.8	0	2592	yūkā:2592
859	47	yūkā	ukun	ukun	Bengali	u k u n	7 1 7 4	XBYN	YKYN	2	2.Y.V 2.K.C 2.Y.V 2.N.c	1.5 1.75 1.3 0.8	0	2593	yūkā:2593
860	47	yūkā	ukuṇi	ukuṇi	Oriya	u k u ṇ i	7 1 7 4 7	XBYBZ	YKYNI	11	11.Y.V 11.K.C 11.Y.V 11.N.C 11.I.V	1.5 1.75 1.3 1.75 0.8	0	2593	yūkā:2593
