# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	INFOMAPID	INFERRED_CLASS
619	34	tanú	patlā	pətlɑː	Punjabi	p ə t l ɑː	1 7 1 5 7	AXBCZ	PETLA	13	13.P.C 13.E.V 13.T.C 13.L.C 13.A.V	2.0 1.5 1.75 1.5 0.8	0	382	tanú:382
620	34	tanú	sanho	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	0	383	tanú:383
621	34	tanú	pātaḷũ	pətlɑː	Gujarati	p ə t l ɑː	1 7 1 5 7	AXBCZ	PETLA	5	5.P.C 5.E.V 5.T.C 5.L.C 5.A.V	2.0 1.5 1.75 1.5 0.8	0	382	tanú:382
622	34	tanú	pātaḷ,	pətlɑ	Marathi	p ə t l ɑ	1 7 1 5 7	AXBCZ	PETLA	9	9.P.C 9.E.V 9.T.C 9.L.C 9.A.V	2.0 1.5 1.75 1.5 0.8	0	382	tanú:382
623	34	tanú	bārīk,	bɑːɾiːk	Konkani	b ɑː ɾ iː k	1 7 5 7 1	AXBYN	PARIK	8	8.P.C 8.A.V 8.R.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	382	tanú:382
624	34	tanú	patol,	patɔl	Assamese	p a t ɔ l	1 7 1 7 5	AXBYN	PATUL	1	1.P.C 1.A.V 1.T.C 1.U.V 1.L.c	2.0 1.5 1.75 1.3 0.8	0	382	tanú:382
625	34	tanú	patla	pətlɑː	Bengali	p ə t l ɑː	1 7 1 5 7	AXBCZ	PETLA	2	2.P.C 2.E.V 2.T.C 2.L.C 2.A.V	2.0 1.5 1.75 1.5 0.8	0	382	tanú:382
626	34	tanú	sôrua,	ɛsôˈruə	Oriya	ɛ s ô ˈr uə	7 3 7 5 7	XBYBZ	ESURY	11	11.E.V 11.S.C 11.U.V 11.R.C 11.Y.V	1.5 1.75 1.3 1.75 0.8	0	384	tanú:384
627	34	tanú	ton,	tʌn	Kashmiri	t ʌ n	1 7 4	AXN	TEN	7	7.T.C 7.E.V 7.N.c	2.0 1.5 0.8	0	383	tanú:383
628	34	tanú	sihin	sihin	Sinhalese	s i h i n	3 7 3 7 4	AXBYN	SIHIN	17	17.S.C 17.I.V 17.H.C 17.I.V 17.N.c	2.0 1.5 1.75 1.3 0.8	0	382	tanú:382
629	34	tanú	tuni,	tuni	Dhivehi	t u n i	1 7 4 7	AXBZ	TYNI	4	4.T.C 4.Y.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	0	383	tanú:383
630	34	tanú	sano	ˈsano	Romani	ˈs a n o	3 7 4 7	AXBZ	SANU	14	14.S.C 14.A.V 14.N.C 14.U.V	2.0 1.5 1.75 0.8	0	383	tanú:383
#
3223	179	taptá	taptá	tɐptɐ	Sanskrit	t ɐ p t ɐ	1 7 1 1 7	AXMBZ	TEPTE	15	15.T.C 15.E.V 15.P.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	385	taptá:385
3224	179	taptá	ghamma	None	Pali	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3225	179	taptá	garm	ɡəɾəm	Hindi	ɡ ə ɾ ə m	1 7 5 7 4	AXBYN	KEREM	6	6.K.C 6.E.V 6.R.C 6.E.V 6.M.c	2.0 1.5 1.75 1.3 0.8	0	386	taptá:386
3226	179	taptá	garm	ɡaɾm	Urdu	ɡ a ɾ m	1 7 5 4	AXLN	KARM	18	18.K.C 18.A.V 18.R.c 18.M.c	2.0 1.5 1.1 0.8	0	386	taptá:386
3227	179	taptá	nyāno,	njäno	Nepali	n j ä n o	4 6 7 4 7	ACXBZ	NJANU	10	10.N.C 10.J.C 10.A.V 10.N.C 10.U.V	2.0 1.5 1.5 1.75 0.8	0	387	taptá:387
3228	179	taptá	garam	None	Bhojpuri	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3229	179	taptá	garam	ɡəɾᵊmə	Punjabi	ɡ ə ɾᵊ m ə	1 7 5 4 7	AXMBZ	KERME	13	13.K.C 13.E.V 13.R.c 13.M.C 13.E.V	2.0 1.5 1.1 1.75 0.8	0	386	taptá:386
3230	179	taptá	koso,	None	Sindhi	N o n e	0 7 4 7	AXBZ	0UNE	16	16.0.C 16.U.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3231	179	taptá	garam	None	Gujarati	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3232	179	taptá	garam,	None	Marathi	N o n e	0 7 4 7	AXBZ	0UNE	9	9.0.C 9.U.V 9.N.C 9.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3233	179	taptá	garam	None	Konkani	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3234	179	taptá	topot,	tɔpɔt	Assamese	t ɔ p ɔ t	1 7 1 7 1	AXBYN	TUPUT	1	1.T.C 1.U.V 1.P.C 1.U.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	385	taptá:385
3235	179	taptá	gôrôm	ˈɡɔrom	Bengali	ˈɡ ɔ r o m	1 7 5 7 4	AXBYN	KURUM	2	2.K.C 2.U.V 2.R.C 2.U.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	386	taptá:386
3236	179	taptá	gôrômô	ɡɔɾɔmɔ	Oriya	ɡ ɔ ɾ ɔ m ɔ	1 7 5 7 4 7	AXBYBZ	KURUMU	11	11.K.C 11.U.V 11.R.C 11.U.V 11.M.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	386	taptá:386
3237	179	taptá	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3238	179	taptá	uṇusum	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3239	179	taptá	hūnu	None	Dhivehi	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	387	taptá:387
3240	179	taptá	tato	ˈtato	Romani	ˈt a t o	1 7 1 7	AXBZ	TATU	14	14.T.C 14.A.V 14.T.C 14.U.V	2.0 1.5 1.75 0.8	0	385	taptá:385
#
415	23	trí	trí	tɾí	Sanskrit	t ɾ í	1 5 7	ACX	TRI	15	15.T.C 15.R.C 15.I.V	2.0 1.5 1.5	0	388	trí:388
416	23	trí	tayo	ˈtáːjo	Pali	ˈt áː j o	1 7 6 7	AXBZ	TAJU	12	12.T.C 12.A.V 12.J.C 12.U.V	2.0 1.5 1.75 0.8	0	388	trí:388
417	23	trí	tīn	tiːn	Hindi	t iː n	1 7 4	AXN	TIN	6	6.T.C 6.I.V 6.N.c	2.0 1.5 0.8	0	388	trí:388
418	23	trí	tīn	tiːn	Urdu	t iː n	1 7 4	AXN	TIN	18	18.T.C 18.I.V 18.N.c	2.0 1.5 0.8	0	388	trí:388
419	23	trí	tīn	tiːn	Nepali	t iː n	1 7 4	AXN	TIN	10	10.T.C 10.I.V 10.N.c	2.0 1.5 0.8	0	388	trí:388
420	23	trí	tīn	tiːn	Bhojpuri	t iː n	1 7 4	AXN	TIN	3	3.T.C 3.I.V 3.N.c	2.0 1.5 0.8	0	388	trí:388
421	23	trí	tinn	tɪnːə	Punjabi	t ɪ nː ə	1 7 4 7	AXBZ	TINE	13	13.T.C 13.I.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	0	388	trí:388
422	23	trí	te	ʈi	Sindhi	ʈ i	1 7	AX	TI	16	16.T.C 16.I.V	2.0 1.5	0	388	trí:388
423	23	trí	traṇ	tɾɔɳ	Gujarati	t ɾ ɔ ɳ	1 5 7 4	ACXN	TRUN	5	5.T.C 5.R.C 5.U.V 5.N.c	2.0 1.5 1.5 0.8	0	388	trí:388
424	23	trí	tīn	tiːn	Marathi	t iː n	1 7 4	AXN	TIN	9	9.T.C 9.I.V 9.N.c	2.0 1.5 0.8	0	388	trí:388
425	23	trí	tīn	tiːn	Konkani	t iː n	1 7 4	AXN	TIN	8	8.T.C 8.I.V 8.N.c	2.0 1.5 0.8	0	388	trí:388
426	23	trí	tini	tini	Assamese	t i n i	1 7 4 7	AXBZ	TINI	1	1.T.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	388	trí:388
427	23	trí	tin	tɪn	Bengali	t ɪ n	1 7 4	AXN	TIN	2	2.T.C 2.I.V 2.N.c	2.0 1.5 0.8	0	388	trí:388
428	23	trí	tini	tini	Oriya	t i n i	1 7 4 7	AXBZ	TINI	11	11.T.C 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	0	388	trí:388
429	23	trí	tre	tre	Kashmiri	t r e	1 5 7	ACX	TRE	7	7.T.C 7.R.C 7.E.V	2.0 1.5 1.5	0	388	trí:388
430	23	trí	tuna	tuna:	Sinhalese	t u n a:	1 7 4 7	AXBZ	TYNA	17	17.T.C 17.Y.V 17.N.C 17.A.V	2.0 1.5 1.75 0.8	0	388	trí:388
431	23	trí	tinek̊	tineʔ	Dhivehi	t i n e ʔ	1 7 4 7 1	AXBYN	TINEH	4	4.T.C 4.I.V 4.N.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	388	trí:388
432	23	trí	trin	trin	Romani	t r i n	1 5 7 4	ACXN	TRIN	14	14.T.C 14.R.C 14.I.V 14.N.c	2.0 1.5 1.5 0.8	0	388	trí:388
#
1027	57	tvác	tvác	tʋɐtɕ	Sanskrit	t ʋ ɐ t ɕ	1 6 7 1 3	ACXBC	TWETS	15	15.T.C 15.W.C 15.E.V 15.T.C 15.S.C	2.0 1.5 1.5 1.75 1.5	0	390	tvác:390
1028	57	tvác	taca	ˈtakə	Pali	ˈt a k ə	1 7 1 7	AXBZ	TAKE	12	12.T.C 12.A.V 12.K.C 12.E.V	2.0 1.5 1.75 0.8	0	389	tvác:389
1029	57	tvác	chāl	tʃʰɑːl	Hindi	t ʃʰ ɑː l	1 3 7 5	ACXN	TSAL	6	6.T.C 6.S.C 6.A.V 6.L.c	2.0 1.5 1.5 0.8	0	390	tvác:390
1030	57	tvác	chāl	tʃʰälə	Urdu	t ʃʰ ä l ə	1 3 7 5 7	ACXBZ	TSALE	18	18.T.C 18.S.C 18.A.V 18.L.C 18.E.V	2.0 1.5 1.5 1.75 0.8	0	390	tvác:390
1031	57	tvác	rūkhko	ru:kʰko	Nepali	r u: kʰ k o	5 7 1 1 7	AXMBZ	RYKKU	10	10.R.C 10.Y.V 10.K.c 10.K.C 10.U.V	2.0 1.5 1.1 1.75 0.8	0	392	tvác:392
1032	57	tvác	chāl,	tʃʰɑːl	Bhojpuri	t ʃʰ ɑː l	1 3 7 5	ACXN	TSAL	3	3.T.C 3.S.C 3.A.V 3.L.c	2.0 1.5 1.5 0.8	0	390	tvác:390
1033	57	tvác	chilla,	tʃʰillə	Punjabi	t ʃʰ i ll ə	1 3 7 5 7	ACXBZ	TSILE	13	13.T.C 13.S.C 13.I.V 13.L.C 13.E.V	2.0 1.5 1.5 1.75 0.8	0	390	tvác:390
1034	57	tvác	choᶑo	tʃoᶑo	Sindhi	t ʃ o ᶑ o	1 3 7 0 7	ACXBZ	TSU0U	16	16.T.C 16.S.C 16.U.V 16.0.C 16.U.V	2.0 1.5 1.5 1.75 0.8	0	390	tvác:390
1035	57	tvác	chāl	tʃʰɑːl	Gujarati	t ʃʰ ɑː l	1 3 7 5	ACXN	TSAL	5	5.T.C 5.S.C 5.A.V 5.L.c	2.0 1.5 1.5 0.8	0	390	tvác:390
1036	57	tvác	j̈hāḍācī	sɑːl	Marathi	s ɑː l	3 7 5	AXN	SAL	9	9.S.C 9.A.V 9.L.c	2.0 1.5 0.8	0	390	tvác:390
1037	57	tvác	jhāḍāce	sɑːl	Konkani	s ɑː l	3 7 5	AXN	SAL	8	8.S.C 8.A.V 8.L.c	2.0 1.5 0.8	0	390	tvác:390
1038	57	tvác	bakoli	bakɔli	Assamese	b a k ɔ l i	1 7 1 7 5 7	AXBYBZ	PAKULI	1	1.P.C 1.A.V 1.K.C 1.U.V 1.L.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	389	tvác:389
1039	57	tvác	chal	sal	Bengali	s a l	3 7 5	AXN	SAL	2	2.S.C 2.A.V 2.L.c	2.0 1.5 0.8	0	390	tvác:390
1040	57	tvác	bôkôḷô,	bɔkɔlɔ	Oriya	b ɔ k ɔ l ɔ	1 7 1 7 5 7	AXBYBZ	PUKULU	11	11.P.C 11.U.V 11.K.C 11.U.V 11.L.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	389	tvác:389
1041	57	tvác	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	391	tvác:391
1042	57	tvác	potu	None	Sinhalese	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	393	tvác:393
1043	57	tvác	toṣi	tuṣaɪ	Dhivehi	t u ṣ aɪ	1 7 3 7	AXBZ	TYSA	4	4.T.C 4.Y.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	0	390	tvác:390
1044	57	tvác	korca	kɔrtʃɑ	Romani	k ɔ r t ʃ ɑ	1 7 5 1 3 7	AXMBCZ	KURTSA	14	14.K.C 14.U.V 14.R.c 14.T.C 14.S.C 14.A.V	2.0 1.5 1.1 1.75 1.5 0.8	0	390	tvác:390
#
19	1	tvám	tvám	tʋɐm	Sanskrit	t ʋ ɐ m	1 6 7 4	ACXN	TWEM	15	15.T.C 15.W.C 15.E.V 15.M.c	2.0 1.5 1.5 0.8	0	394	tvám:394
20	1	tvám	tvaṃ	tʋɐṃ	Pali	t ʋ ɐ ṃ	1 6 7 4	ACXN	TWEM	12	12.T.C 12.W.C 12.E.V 12.M.c	2.0 1.5 1.5 0.8	0	394	tvám:394
21	1	tvám	tū*,	tuː	Hindi	t uː	1 7	AX	TY	6	6.T.C 6.Y.V	2.0 1.5	0	394	tvám:394
22	1	tvám	tū*,	toː	Urdu	t oː	1 7	AX	TU	18	18.T.C 18.U.V	2.0 1.5	0	394	tvám:394
23	1	tvám	tã,	tʌ	Nepali	t ʌ	1 7	AX	TE	10	10.T.C 10.E.V	2.0 1.5	0	394	tvám:394
24	1	tvám	te,	tɐj	Bhojpuri	t ɐ j	1 7 6	AXN	TEJ	3	3.T.C 3.E.V 3.J.c	2.0 1.5 0.8	0	394	tvám:394
25	1	tvám	tū̃*,	tũː	Punjabi	t ũː	1 7	AX	TY	13	13.T.C 13.Y.V	2.0 1.5	0	394	tvám:394
26	1	tvám	tū̃	tun	Sindhi	t u n	1 7 4	AXN	TYN	16	16.T.C 16.Y.V 16.N.c	2.0 1.5 0.8	0	394	tvám:394
27	1	tvám	tũ*,	tuː	Gujarati	t uː	1 7	AX	TY	5	5.T.C 5.Y.V	2.0 1.5	0	394	tvám:394
28	1	tvám	tū*,	tuː	Marathi	t uː	1 7	AX	TY	9	9.T.C 9.Y.V	2.0 1.5	0	394	tvám:394
29	1	tvám	tū	tuː	Konkani	t uː	1 7	AX	TY	8	8.T.C 8.Y.V	2.0 1.5	0	394	tvám:394
30	1	tvám	toi*,	tɔɪ	Assamese	t ɔɪ	1 7	AX	TU	1	1.T.C 1.U.V	2.0 1.5	0	394	tvám:394
31	1	tvám	tumi,	tumi	Bengali	t u m i	1 7 4 7	AXBZ	TYMI	2	2.T.C 2.Y.V 2.M.C 2.I.V	2.0 1.5 1.75 0.8	0	394	tvám:394
32	1	tvám	tu,	tu	Oriya	t u	1 7	AX	TY	11	11.T.C 11.Y.V	2.0 1.5	0	394	tvám:394
33	1	tvám	ċụ	tsɨ	Kashmiri	t s ɨ	1 3 7	ACX	TSI	7	7.T.C 7.S.C 7.I.V	2.0 1.5 1.5	0	394	tvám:394
34	1	tvám	oyā*,	ɔɪā	Sinhalese	ɔɪ ā	7 7	XZ	UA	17	17.U.V 17.A.V	1.5 0.8	0	394	tvám:394
35	1	tvám	kalē,	kælē	Dhivehi	k æ l ē	1 7 5 7	AXBZ	KELE	4	4.K.C 4.E.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	0	395	tvám:395
36	1	tvám	tu	ˈtu	Romani	ˈt u	1 7	AX	TY	14	14.T.C 14.Y.V	2.0 1.5	0	394	tvám:394
#
127	7	tát	tát	tɐt	Sanskrit	t ɐ t	1 7 1	AXN	TET	15	15.T.C 15.E.V 15.T.c	2.0 1.5 0.8	0	397	tát:397
128	7	tát	asu,	ˈɑsu	Pali	ˈɑ s u	7 3 7	XBZ	ASY	12	12.A.V 12.S.C 12.Y.V	1.5 1.75 0.8	0	396	tát:396
129	7	tát	vah	ʋəɦ	Hindi	ʋ ə ɦ	6 7 3	AXN	WEH	6	6.W.C 6.E.V 6.H.c	2.0 1.5 0.8	0	399	tát:399
130	7	tát	voh	ʋoː	Urdu	ʋ oː	6 7	AX	WU	18	18.W.C 18.U.V	2.0 1.5	0	399	tát:399
131	7	tát	tyo	tjo	Nepali	t j o	1 6 7	ACX	TJU	10	10.T.C 10.J.C 10.U.V	2.0 1.5 1.5	0	397	tát:397
132	7	tát	uh	ʌ	Bhojpuri	ʌ	7	X	E	3	3.E.V	1.5	1	396	tát:396
133	7	tát	uha	uha	Punjabi	u h a	7 3 7	XBZ	YHA	13	13.Y.V 13.H.C 13.A.V	1.5 1.75 0.8	0	396	tát:396
134	7	tát	hū*,	huwa	Sindhi	h u w a	3 7 6 7	AXBZ	HYWA	16	16.H.C 16.Y.V 16.W.C 16.A.V	2.0 1.5 1.75 0.8	0	399	tát:399
135	7	tát	pelũ	pelũ	Gujarati	p e l ũ	1 7 5 7	AXBZ	PELY	5	5.P.C 5.E.V 5.L.C 5.Y.V	2.0 1.5 1.75 0.8	0	398	tát:398
136	7	tát	to*,	toː	Marathi	t oː	1 7	AX	TU	9	9.T.C 9.U.V	2.0 1.5	0	397	tát:397
137	7	tát	to,	toː	Konkani	t oː	1 7	AX	TU	8	8.T.C 8.U.V	2.0 1.5	0	397	tát:397
138	7	tát	xei	xei	Assamese	x ei	3 7	AX	GE	1	1.G.C 1.E.V	2.0 1.5	0	396	tát:396
139	7	tát	o	ʊ	Bengali	ʊ	7	X	Y	2	2.Y.V	1.5	0	397	tát:397
140	7	tát	taha	taha	Oriya	t a h a	1 7 3 7	AXBZ	TAHA	11	11.T.C 11.A.V 11.H.C 11.A.V	2.0 1.5 1.75 0.8	0	399	tát:399
141	7	tát	ti	ti	Kashmiri	t i	1 7	AX	TI	7	7.T.C 7.I.V	2.0 1.5	0	397	tát:397
142	7	tát	ē*,	eː	Sinhalese	eː	7	X	E	17	17.E.V	1.5	0	400	tát:400
143	7	tát	tiޭ	tiޭ	Dhivehi	t i ޭ	1 7 0	AXN	TI0	4	4.T.C 4.I.V 4.0.c	2.0 1.5 0.8	0	397	tát:397
144	7	tát	kodo	ˈkodo	Romani	ˈk o d o	1 7 1 7	AXBZ	KUTU	14	14.K.C 14.U.V 14.T.C 14.U.V	2.0 1.5 1.75 0.8	0	397	tát:397
#
163	9	tátra	tátra	tɐtɾɐ	Sanskrit	t ɐ t ɾ ɐ	1 7 1 5 7	AXBCZ	TETRE	15	15.T.C 15.E.V 15.T.C 15.R.C 15.E.V	2.0 1.5 1.75 1.5 0.8	0	401	tátra:401
164	9	tátra	tattha	tatʰːaː	Pali	t a tʰː aː	1 7 1 7	AXBZ	TATA	12	12.T.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 0.8	0	401	tátra:401
165	9	tátra	vahā̃	ʋəɦɑː	Hindi	ʋ ə ɦ ɑː	6 7 3 7	AXBZ	WEHA	6	6.W.C 6.E.V 6.H.C 6.A.V	2.0 1.5 1.75 0.8	0	401	tátra:401
166	9	tátra	vahā̃	ʋəɦɑː	Urdu	ʋ ə ɦ ɑː	6 7 3 7	AXBZ	WEHA	18	18.W.C 18.E.V 18.H.C 18.A.V	2.0 1.5 1.75 0.8	0	401	tátra:401
167	9	tátra	tyahā̃	tjäː	Nepali	t j äː	1 6 7	ACX	TJA	10	10.T.C 10.J.C 10.A.V	2.0 1.5 1.5	0	401	tátra:401
168	9	tátra	uhā̃	ʊɦɑː	Bhojpuri	ʊ ɦ ɑː	7 3 7	XBZ	YHA	3	3.Y.V 3.H.C 3.A.V	1.5 1.75 0.8	0	401	tátra:401
169	9	tátra	utthe	utthe	Punjabi	u tt h e	7 1 3 7	XBCZ	YTHE	13	13.Y.V 13.T.C 13.H.C 13.E.V	1.5 1.75 1.5 0.8	0	401	tátra:401
170	9	tátra	hute	hute	Sindhi	h u t e	3 7 1 7	AXBZ	HYTE	16	16.H.C 16.Y.V 16.T.C 16.E.V	2.0 1.5 1.75 0.8	0	401	tátra:401
171	9	tátra	tyā̃	taɪā̃	Gujarati	t aɪ ā̃	1 7 7	AXZ	TAA	5	5.T.C 5.A.V 5.A.V	2.0 1.5 0.8	0	401	tátra:401
172	9	tátra	tithe,	ˈtitʰeː	Marathi	ˈt i tʰ eː	1 7 1 7	AXBZ	TITE	9	9.T.C 9.I.V 9.T.C 9.E.V	2.0 1.5 1.75 0.8	0	401	tátra:401
173	9	tátra	thai	taɪ	Konkani	t aɪ	1 7	AX	TA	8	8.T.C 8.A.V	2.0 1.5	0	401	tátra:401
174	9	tátra	tat	tat	Assamese	t a t	1 7 1	AXN	TAT	1	1.T.C 1.A.V 1.T.c	2.0 1.5 0.8	0	401	tátra:401
175	9	tátra	okhane	ˈokʰane	Bengali	ˈo kʰ a n e	7 1 7 4 7	XBYBZ	UKANE	2	2.U.V 2.K.C 2.A.V 2.N.C 2.E.V	1.5 1.75 1.3 1.75 0.8	0	402	tátra:402
176	9	tátra	seṭhare,	seṭhare	Oriya	s e ṭ h a r e	3 7 1 3 7 5 7	AXBCYBZ	SETHARE	11	11.S.C 11.E.V 11.T.C 11.H.C 11.A.V 11.R.C 11.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	401	tátra:401
177	9	tátra	None	None	Kashmiri	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	402	tátra:402
178	9	tátra	ehē,	ɛē	Sinhalese	ɛ ē	7 7	XZ	EE	17	17.E.V 17.E.V	1.5 0.8	0	401	tátra:401
179	9	tátra	miṭā	miṭā	Dhivehi	m i ṭ ā	4 7 1 7	AXBZ	MITA	4	4.M.C 4.I.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	0	401	tátra:401
180	9	tátra	kothe	koʊð	Romani	k oʊ ð	1 7 3	AXN	KUD	14	14.K.C 14.U.V 14.D.c	2.0 1.5 0.8	0	401	tátra:401
#
91	5	té	té	tɐj	Sanskrit	t ɐ j	1 7 6	AXN	TEJ	15	15.T.C 15.E.V 15.J.c	2.0 1.5 0.8	0	404	té:404
92	5	té	te,	tiː	Pali	t iː	1 7	AX	TI	12	12.T.C 12.I.V	2.0 1.5	0	404	té:404
93	5	té	ye*,	jeː	Hindi	j eː	6 7	AX	JE	6	6.J.C 6.E.V	2.0 1.5	0	406	té:406
94	5	té	yeh*,	jeː	Urdu	j eː	6 7	AX	JE	18	18.J.C 18.E.V	2.0 1.5	1	406	té:406
95	5	té	yinīharu,	jɪnīharu	Nepali	j ɪ n ī h a r u	6 7 4 7 3 7 5 7	AXBYBYBZ	JINIHARY	10	10.J.C 10.I.V 10.N.C 10.I.V 10.H.C 10.A.V 10.R.C 10.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	406	té:406
96	5	té	uhnī	uhnī	Bhojpuri	u h n ī	7 3 4 7	XBCZ	YHNI	3	3.Y.V 3.H.C 3.N.C 3.I.V	1.5 1.75 1.5 0.8	0	405	té:405
97	5	té	iha*,	eː1	Punjabi	eː 1	7 0	XN	E0	13	13.E.V 13.0.c	1.5 0.8	1	406	té:406
98	5	té	hī*,	hija	Sindhi	h i j a	3 7 6 7	AXBZ	HIJA	16	16.H.C 16.I.V 16.J.C 16.A.V	2.0 1.5 1.75 0.8	1	406	té:406
99	5	té	teo	ˈteɪoʊ	Gujarati	ˈt eɪoʊ	1 7	AX	TE	5	5.T.C 5.E.V	2.0 1.5	0	404	té:404
100	5	té	he*,	ɦeː	Marathi	ɦ eː	3 7	AX	HE	9	9.H.C 9.E.V	2.0 1.5	0	403	té:403
101	5	té	tānhī	tiānhī	Konkani	t i ā n h ī	1 7 7 4 3 7	AXYMBZ	TIANHI	8	8.T.C 8.I.V 8.A.V 8.N.c 8.H.C 8.I.V	2.0 1.5 1.3 1.1 1.75 0.8	0	405	té:405
102	5	té	xihõt,	xiɦɔt	Assamese	x i ɦ ɔ t	3 7 3 7 1	AXBYN	GIHUT	1	1.G.C 1.I.V 1.H.C 1.U.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	403	té:403
103	5	té	tara	t̪ara	Bengali	t̪ a r a	1 7 5 7	AXBZ	TARA	2	2.T.C 2.A.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	0	404	té:404
104	5	té	semane	semane	Oriya	s e m a n e	3 7 4 7 4 7	AXBYBZ	SEMANE	11	11.S.C 11.E.V 11.M.C 11.A.V 11.N.C 11.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	405	té:405
105	5	té	hum*,	hʌm	Kashmiri	h ʌ m	3 7 4	AXN	HEM	7	7.H.C 7.E.V 7.M.c	2.0 1.5 0.8	0	405	té:405
106	5	té	eyālā*,	eyāɛlā	Sinhalese	ey ā ɛ l ā	7 7 7 5 7	XYYBZ	EAELA	17	17.E.V 17.A.V 17.E.V 17.L.C 17.A.V	1.5 1.3 1.3 1.75 0.8	0	407	té:407
107	5	té	e	i	Dhivehi	i	7	X	I	4	4.I.V	1.5	0	404	té:404
108	5	té	on	ɒn	Romani	ɒ n	7 4	XN	ON	14	14.O.V 14.N.c	1.5 0.8	0	405	té:405
#
2233	124	tíṣṭhati	tíṣṭhati	tíʂʈʰɐti	Sanskrit	t í ʂ ʈʰ ɐ t i	1 7 3 1 7 1 7	AXMBYBZ	TISTETI	15	15.T.C 15.I.V 15.S.c 15.T.C 15.E.V 15.T.C 15.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	408	tíṣṭhati:408
2234	124	tíṣṭhati	tiṭṭhati	tiʂʈ:ʰɐti	Pali	t i ʂ ʈ:ʰ ɐ t i	1 7 3 1 7 1 7	AXMBYBZ	TISTETI	12	12.T.C 12.I.V 12.S.c 12.T.C 12.E.V 12.T.C 12.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	408	tíṣṭhati:408
2235	124	tíṣṭhati	khaṛā	kʰəɽɑː	Hindi	kʰ ə ɽ ɑː	1 7 5 7	AXBZ	KERA	6	6.K.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	408	tíṣṭhati:408
