# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	UPGMAID
1229	68	kṛṣṇá	kālā	None	Punjabi	9	N o n e	0 7 4 7	AXBZ	0UNE	13	13.0.C 13.U.V 13.N.C 13.E.V	2.0 1.5 1.75 0.8	1	376
1230	68	kṛṣṇá	kāro	kɑːro	Sindhi	9	k ɑː r o	1 7 5 7	AXBZ	KARU	16	16.K.C 16.A.V 16.R.C 16.U.V	2.0 1.5 1.75 0.8	0	364
1231	68	kṛṣṇá	kāḷo	kɑːlo	Gujarati	9	k ɑː l o	1 7 5 7	AXBZ	KALU	5	5.K.C 5.A.V 5.L.C 5.U.V	2.0 1.5 1.75 0.8	0	364
1232	68	kṛṣṇá	kāḷe	kɑːle	Marathi	9	k ɑː l e	1 7 5 7	AXBZ	KALE	9	9.K.C 9.A.V 9.L.C 9.E.V	2.0 1.5 1.75 0.8	0	364
1233	68	kṛṣṇá	kāḷo	kɑːlo	Konkani	9	k ɑː l o	1 7 5 7	AXBZ	KALU	8	8.K.C 8.A.V 8.L.C 8.U.V	2.0 1.5 1.75 0.8	0	364
1234	68	kṛṣṇá	köla	kola	Assamese	9	k o l a	1 7 5 7	AXBZ	KULA	1	1.K.C 1.U.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	0	364
1235	68	kṛṣṇá	kalo	kalo	Bengali	9	k a l o	1 7 5 7	AXBZ	KALU	2	2.K.C 2.A.V 2.L.C 2.U.V	2.0 1.5 1.75 0.8	0	364
1236	68	kṛṣṇá	kôḷa	kɔḷa	Oriya	9	k ɔ ḷ a	1 7 5 7	AXBZ	KULA	11	11.K.C 11.U.V 11.L.C 11.A.V	2.0 1.5 1.75 0.8	0	364
1237	68	kṛṣṇá	None	None	Kashmiri	191	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	370
1238	68	kṛṣṇá	kaḷu	kaḷu	Sinhalese	9	k a ḷ u	1 7 5 7	AXBZ	KALY	17	17.K.C 17.A.V 17.L.C 17.Y.V	2.0 1.5 1.75 0.8	0	364
1239	68	kṛṣṇá	kaḷu	kaḷu	Dhivehi	9	k a ḷ u	1 7 5 7	AXBZ	KALY	4	4.K.C 4.A.V 4.L.C 4.Y.V	2.0 1.5 1.75 0.8	0	364
1240	68	kṛṣṇá	kalo	ˈkaloʔ	Romani	9	ˈk a l o ʔ	1 7 5 7 1	AXBYN	KALUH	14	14.K.C 14.A.V 14.L.C 14.U.V 14.H.c	2.0 1.5 1.75 1.3 0.8	0	364
#
1026	57	kṣám,	kṣám,	kʂɐm	Sanskrit	476	k ʂ ɐ m	1 3 7 4	ACXN	KSEM	15	15.K.C 15.S.C 15.E.V 15.M.c	2.0 1.5 1.5 0.8	0	393
1027	57	kṣám,	bhūmi	None	Pali	484	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	390
1028	57	kṣám,	dhartī	dʱəɾtiː	Hindi	22	dʱ ə ɾ t iː	1 7 5 1 7	AXMBZ	TERTI	6	6.T.C 6.E.V 6.R.c 6.T.C 6.I.V	2.0 1.5 1.1 1.75 0.8	0	384
1029	57	kṣám,	zamīn	zamiːn	Urdu	22	z a m iː n	3 7 4 7 4	AXBYN	SAMIN	18	18.S.C 18.A.V 18.M.C 18.I.V 18.N.c	2.0 1.5 1.75 1.3 0.8	0	381
1030	57	kṣám,	dhartī,	dʱʌrti	Nepali	22	dʱ ʌ r t i	1 7 5 1 7	AXMBZ	TERTI	10	10.T.C 10.E.V 10.R.c 10.T.C 10.I.V	2.0 1.5 1.1 1.75 0.8	0	384
1031	57	kṣám,	ज़amīn,	dʒəmiːn	Bhojpuri	478	d ʒ ə m iː n	1 3 7 4 7 4	ACXBYN	TSEMIN	3	3.T.C 3.S.C 3.E.V 3.M.C 3.I.V 3.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	381
1032	57	kṣám,	zamīn,	dʱəɾtiː	Punjabi	22	dʱ ə ɾ t iː	1 7 5 1 7	AXMBZ	TERTI	13	13.T.C 13.E.V 13.R.c 13.T.C 13.I.V	2.0 1.5 1.1 1.75 0.8	0	384
1033	57	kṣám,	dhartī,	dʱəɾtiː	Sindhi	22	dʱ ə ɾ t iː	1 7 5 1 7	AXMBZ	TERTI	16	16.T.C 16.E.V 16.R.c 16.T.C 16.I.V	2.0 1.5 1.1 1.75 0.8	0	384
1034	57	kṣám,	pṛthvī	pɾɪtʰʋiː	Gujarati	22	p ɾ ɪ tʰ ʋ iː	1 5 7 1 6 7	ACXBCZ	PRITWI	5	5.P.C 5.R.C 5.I.V 5.T.C 5.W.C 5.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	383
1035	57	kṣám,	pruthvī	pɾɪtʰʋiː	Marathi	118	p ɾ ɪ tʰ ʋ iː	1 5 7 1 6 7	ACXBCZ	PRITWI	9	9.P.C 9.R.C 9.I.V 9.T.C 9.W.C 9.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	383
1036	57	kṣám,	jamīn,	dʒəmiːn	Konkani	118	d ʒ ə m iː n	1 3 7 4 7 4	ACXBYN	TSEMIN	8	8.T.C 8.S.C 8.E.V 8.M.C 8.I.V 8.N.c	2.0 1.5 1.5 1.75 1.3 0.8	0	381
1037	57	kṣám,	prithiwi	pitʰibi	Assamese	157	p i tʰ i b i	1 7 1 7 1 7	AXBYBZ	PITIPI	1	1.P.C 1.I.V 1.T.C 1.I.V 1.P.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	379
1038	57	kṣám,	maṭi	mati	Bengali	157	m a t i	4 7 1 7	AXBZ	MATI	2	2.M.C 2.A.V 2.T.C 2.I.V	2.0 1.5 1.75 0.8	0	380
1039	57	kṣám,	pruthwi,	pɾutʰwiː	Oriya	157	p ɾ u tʰ w iː	1 5 7 1 6 7	ACXBCZ	PRYTWI	11	11.P.C 11.R.C 11.Y.V 11.T.C 11.W.C 11.I.V	2.0 1.5 1.5 1.75 1.5 0.8	0	383
1040	57	kṣám,	None	None	Kashmiri	482	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	385
1041	57	kṣám,	bima,	bima	Sinhalese	396	b i m a	1 7 4 7	AXBZ	PIMA	17	17.P.C 17.I.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	0	382
1042	57	kṣám,	bin̊	bin	Dhivehi	118	b i n	1 7 4	AXN	PIN	4	4.P.C 4.I.V 4.N.c	2.0 1.5 0.8	0	382
1043	57	kṣám,	phuv	pʰuʋ	Romani	118	pʰ u ʋ	1 7 6	AXN	PYW	14	14.P.C 14.Y.V 14.W.c	2.0 1.5 0.8	0	382
#
217	12	mahát	mahát	mɐɦɐt	Sanskrit	156	m ɐ ɦ ɐ t	4 7 3 7 1	AXBYN	MEHET	15	15.M.C 15.E.V 15.H.C 15.E.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	398
218	12	mahát	mahant	None	Pali	154	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	0	405
219	12	mahát	baṛā	bəɽɑː	Hindi	5	b ə ɽ ɑː	1 7 5 7	AXBZ	PERA	6	6.P.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	395
220	12	mahát	baṛā	bəɽɑː	Urdu	5	b ə ɽ ɑː	1 7 5 7	AXBZ	PERA	18	18.P.C 18.E.V 18.R.C 18.A.V	2.0 1.5 1.75 0.8	0	395
221	12	mahát	ṭhūlo	ʈʰulo	Nepali	358	ʈʰ u l o	1 7 5 7	AXBZ	TYLU	10	10.T.C 10.Y.V 10.L.C 10.U.V	2.0 1.5 1.75 0.8	0	403
222	12	mahát	baṛ	bəɽ	Bhojpuri	146	b ə ɽ	1 7 5	AXN	PER	3	3.P.C 3.E.V 3.R.c	2.0 1.5 0.8	0	395
223	12	mahát	vaḍḍā	vaᶑᶑa:	Punjabi	5	v a ᶑᶑ a:	3 7 0 7	AXBZ	BA0A	13	13.B.C 13.A.V 13.0.C 13.A.V	2.0 1.5 1.75 0.8	0	406
224	12	mahát	vaᶑo	vaᶑo	Sindhi	5	v a ᶑ o	3 7 0 7	AXBZ	BA0U	16	16.B.C 16.A.V 16.0.C 16.U.V	2.0 1.5 1.75 0.8	0	409
225	12	mahát	moṭũ	moʈũ	Gujarati	248	m o ʈ ũ	4 7 1 7	AXBZ	MUTY	5	5.M.C 5.U.V 5.T.C 5.Y.V	2.0 1.5 1.75 0.8	0	398
226	12	mahát	moṭhe	moʈʰe	Marathi	248	m o ʈʰ e	4 7 1 7	AXBZ	MUTE	9	9.M.C 9.U.V 9.T.C 9.E.V	2.0 1.5 1.75 0.8	0	398
227	12	mahát	vhoḍ	vʰoᶑ	Konkani	5	vʰ o ᶑ	3 7 0	AXN	BU0	8	8.B.C 8.U.V 8.0.c	2.0 1.5 0.8	0	401
228	12	mahát	daṅor	daŋɔɹ	Assamese	5	d a ŋ ɔ ɹ	1 7 4 7 5	AXBYN	TANUR	1	1.T.C 1.A.V 1.N.C 1.U.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	394
229	12	mahát	bôṛ	ˈbɔɽo	Bengali	5	ˈb ɔ ɽ o	1 7 5 7	AXBZ	PURU	2	2.P.C 2.U.V 2.R.C 2.U.V	2.0 1.5 1.75 0.8	0	395
230	12	mahát	bôṛô	bɔɽɔ	Oriya	5	b ɔ ɽ ɔ	1 7 5 7	AXBZ	PURU	11	11.P.C 11.U.V 11.R.C 11.U.V	2.0 1.5 1.75 0.8	0	395
231	12	mahát	boḍ,	boᶑ	Kashmiri	150	b o ᶑ	1 7 0	AXN	PU0	7	7.P.C 7.U.V 7.0.c	2.0 1.5 0.8	0	400
232	12	mahát	loku	loku	Sinhalese	385	l o k u	5 7 1 7	AXBZ	LUKY	17	17.L.C 17.U.V 17.K.C 17.Y.V	2.0 1.5 1.75 0.8	0	410
233	12	mahát	boḍu,	boᶑu	Dhivehi	669	b o ᶑ u	1 7 0 7	AXBZ	PU0Y	4	4.P.C 4.U.V 4.0.C 4.Y.V	2.0 1.5 1.75 0.8	0	397
234	12	mahát	baro	ˈbaːrəʊ	Romani	5	ˈb aː r əʊ	1 7 5 7	AXBZ	PARE	14	14.P.C 14.A.V 14.R.C 14.E.V	2.0 1.5 1.75 0.8	0	395
#
307	17	mátsya	mátsya	mətsjᵊ	Sanskrit	634	m ə t s jᵊ	4 7 1 3 6	AXBCC	METSJ	15	15.M.C 15.E.V 15.T.C 15.S.C 15.J.C	2.0 1.5 1.75 1.5 1.5	0	413
308	17	mátsya	maccha	mətʃʰaː	Pali	642	m ə t ʃʰ aː	4 7 1 3 7	AXBCZ	METSA	12	12.M.C 12.E.V 12.T.C 12.S.C 12.A.V	2.0 1.5 1.75 1.5 0.8	0	413
309	17	mátsya	machlī	mətʃʰliː	Hindi	28	m ə t ʃʰ l iː	4 7 1 3 5 7	AXBCCZ	METSLI	6	6.M.C 6.E.V 6.T.C 6.S.C 6.L.C 6.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	413
310	17	mátsya	machlī	mətʃʰliː	Urdu	28	m ə t ʃʰ l iː	4 7 1 3 5 7	AXBCCZ	METSLI	18	18.M.C 18.E.V 18.T.C 18.S.C 18.L.C 18.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	413
311	17	mátsya	māchā	mätsʰä	Nepali	28	m ä t sʰ ä	4 7 1 3 7	AXBCZ	MATSA	10	10.M.C 10.A.V 10.T.C 10.S.C 10.A.V	2.0 1.5 1.75 1.5 0.8	0	413
312	17	mátsya	machrī	mətʃʰriː	Bhojpuri	635	m ə t ʃʰ r iː	4 7 1 3 5 7	AXBCCZ	METSRI	3	3.M.C 3.E.V 3.T.C 3.S.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	413
313	17	mátsya	macchī	mətʃʰːiː	Punjabi	28	m ə t ʃʰː iː	4 7 1 3 7	AXBCZ	METSI	13	13.M.C 13.E.V 13.T.C 13.S.C 13.I.V	2.0 1.5 1.75 1.5 0.8	0	413
314	17	mátsya	machī	mətʃʰiː	Sindhi	28	m ə t ʃʰ iː	4 7 1 3 7	AXBCZ	METSI	16	16.M.C 16.E.V 16.T.C 16.S.C 16.I.V	2.0 1.5 1.75 1.5 0.8	0	413
315	17	mátsya	māchlī	mətʃʰliː	Gujarati	28	m ə t ʃʰ l iː	4 7 1 3 5 7	AXBCCZ	METSLI	5	5.M.C 5.E.V 5.T.C 5.S.C 5.L.C 5.I.V	2.0 1.5 1.75 1.5 1.5 0.8	0	413
316	17	mátsya	māsā	maːsaː	Marathi	28	m aː s aː	4 7 3 7	AXBZ	MASA	9	9.M.C 9.A.V 9.S.C 9.A.V	2.0 1.5 1.75 0.8	0	418
317	17	mátsya	māsoḷī,	maːsoḷiː	Konkani	28	m aː s o ḷ iː	4 7 3 7 5 7	AXBYBZ	MASULI	8	8.M.C 8.A.V 8.S.C 8.U.V 8.L.C 8.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	418
318	17	mátsya	mas	mas	Assamese	28	m a s	4 7 3	AXN	MAS	1	1.M.C 1.A.V 1.S.c	2.0 1.5 0.8	0	411
319	17	mátsya	mach	mas	Bengali	28	m a s	4 7 3	AXN	MAS	2	2.M.C 2.A.V 2.S.c	2.0 1.5 0.8	0	411
320	17	mátsya	machô	matʃʰɔ	Oriya	28	m a t ʃʰ ɔ	4 7 1 3 7	AXBCZ	MATSU	11	11.M.C 11.A.V 11.T.C 11.S.C 11.U.V	2.0 1.5 1.75 1.5 0.8	0	413
321	17	mátsya	gāḍ	gaːd	Kashmiri	639	g aː d	1 7 1	AXN	KAT	7	7.K.C 7.A.V 7.T.c	2.0 1.5 0.8	0	417
322	17	mátsya	māḷuwā	maːḷuwaː	Sinhalese	-3	m aː ḷ u w aː	4 7 5 7 6 7	AXBYBZ	MALYWA	17	17.M.C 17.A.V 17.L.C 17.Y.V 17.W.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	427
323	17	mátsya	mas	mas	Dhivehi	28	m a s	4 7 3	AXN	MAS	4	4.M.C 4.A.V 4.S.c	2.0 1.5 0.8	0	411
324	17	mátsya	maćho	matʃʰo	Romani	28	m a t ʃʰ o	4 7 1 3 7	AXBCZ	MATSU	14	14.M.C 14.A.V 14.T.C 14.S.C 14.U.V	2.0 1.5 1.75 1.5 0.8	0	413
#
918	51	mā́sa,	mā́sa,	mɑːs	Sanskrit	1223	m ɑː s	4 7 3	AXN	MAS	15	15.M.C 15.A.V 15.S.c	2.0 1.5 0.8	0	442
919	51	mā́sa,	canda	ˈkanda	Pali	1226	ˈk a n d a	1 7 4 1 7	AXMBZ	KANTA	12	12.K.C 12.A.V 12.N.c 12.T.C 12.A.V	2.0 1.5 1.1 1.75 0.8	0	439
920	51	mā́sa,	cānd	tʃɑːnd	Hindi	52	t ʃ ɑː n d	1 3 7 4 1	ACXLN	TSANT	6	6.T.C 6.S.C 6.A.V 6.N.c 6.T.c	2.0 1.5 1.5 1.1 0.8	0	428
921	51	mā́sa,	cānd	tʃɑːnd	Urdu	52	t ʃ ɑː n d	1 3 7 4 1	ACXLN	TSANT	18	18.T.C 18.S.C 18.A.V 18.N.c 18.T.c	2.0 1.5 1.5 1.1 0.8	0	428
922	51	mā́sa,	jun,	dzun	Nepali	340	d z u n	1 3 7 4	ACXN	TSYN	10	10.T.C 10.S.C 10.Y.V 10.N.c	2.0 1.5 1.5 0.8	0	428
923	51	mā́sa,	cān	tʃɑːn	Bhojpuri	1224	t ʃ ɑː n	1 3 7 4	ACXN	TSAN	3	3.T.C 3.S.C 3.A.V 3.N.c	2.0 1.5 1.5 0.8	0	428
924	51	mā́sa,	cand	tʃənd	Punjabi	52	t ʃ ə n d	1 3 7 4 1	ACXLN	TSENT	13	13.T.C 13.S.C 13.E.V 13.N.c 13.T.c	2.0 1.5 1.5 1.1 0.8	0	428
925	51	mā́sa,	canḍu	tʃənḍu	Sindhi	52	t ʃ ə n ḍ u	1 3 7 4 1 7	ACXMBZ	TSENTY	16	16.T.C 16.S.C 16.E.V 16.N.c 16.T.C 16.Y.V	2.0 1.5 1.5 1.1 1.75 0.8	0	428
926	51	mā́sa,	candra,	tʃəndrᵊ	Gujarati	52	t ʃ ə n d rᵊ	1 3 7 4 1 5	ACXMBC	TSENTR	5	5.T.C 5.S.C 5.E.V 5.N.c 5.T.C 5.R.C	2.0 1.5 1.5 1.1 1.75 1.5	0	428
927	51	mā́sa,	candra	tʃəndɾᵊ	Marathi	52	t ʃ ə n d ɾᵊ	1 3 7 4 1 5	ACXMBC	TSENTR	9	9.T.C 9.S.C 9.E.V 9.N.c 9.T.C 9.R.C	2.0 1.5 1.5 1.1 1.75 1.5	0	428
928	51	mā́sa,	candra	tʃəndɾᵊ	Konkani	52	t ʃ ə n d ɾᵊ	1 3 7 4 1 5	ACXMBC	TSENTR	8	8.T.C 8.S.C 8.E.V 8.N.c 8.T.C 8.R.C	2.0 1.5 1.5 1.1 1.75 1.5	0	428
929	51	mā́sa,	zün	zʊn	Assamese	340	z ʊ n	3 7 4	AXN	SYN	1	1.S.C 1.Y.V 1.N.c	2.0 1.5 0.8	0	428
930	51	mā́sa,	cãdô	sãd	Bengali	52	s ã d	3 7 1	AXN	SAT	2	2.S.C 2.A.V 2.T.c	2.0 1.5 0.8	0	429
931	51	mā́sa,	côndrô,	tʃɔndɾɔ	Oriya	-8	t ʃ ɔ n d ɾ ɔ	1 3 7 4 1 5 7	ACXMBCZ	TSUNTRU	11	11.T.C 11.S.C 11.U.V 11.N.c 11.T.C 11.R.C 11.U.V	2.0 1.5 1.5 1.1 1.75 1.5 0.8	0	428
932	51	mā́sa,	None	None	Kashmiri	1227	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	434
933	51	mā́sa,	haⁿda	haⁿda	Sinhalese	52	h aⁿ d a	3 7 1 7	AXBZ	HATA	17	17.H.C 17.A.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	429
934	51	mā́sa,	haⁿdu	həⁿdu	Dhivehi	52	h əⁿ d u	3 7 1 7	AXBZ	HETY	4	4.H.C 4.E.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	0	429
935	51	mā́sa,	ćhon	'tʃʰon	Romani	340	't ʃʰ o n	1 3 7 4	ACXN	TSUN	14	14.T.C 14.S.C 14.U.V 14.N.c	2.0 1.5 1.5 0.8	0	428
#
487	27	māṃsá	māṃsá	mɑːns	Sanskrit	1215	m ɑː n s	4 7 4 3	AXLN	MANS	15	15.M.C 15.A.V 15.N.c 15.S.c	2.0 1.5 1.1 0.8	0	446
488	27	māṃsá	maṃsa	mɑːnsɑː	Pali	1220	m ɑː n s ɑː	4 7 4 3 7	AXMBZ	MANSA	12	12.M.C 12.A.V 12.N.c 12.S.C 12.A.V	2.0 1.5 1.1 1.75 0.8	0	446
489	27	māṃsá	mā̃s	mɑːs	Hindi	-5	m ɑː s	4 7 3	AXN	MAS	6	6.M.C 6.A.V 6.S.c	2.0 1.5 0.8	0	446
490	27	māṃsá	gośt	ɡoːʃt	Urdu	-5	ɡ oː ʃ t	1 7 3 1	AXLN	KUST	18	18.K.C 18.U.V 18.S.c 18.T.c	2.0 1.5 1.1 0.8	0	458
491	27	māṃsá	māsu	mäsu	Nepali	124	m ä s u	4 7 3 7	AXBZ	MASY	10	10.M.C 10.A.V 10.S.C 10.Y.V	2.0 1.5 1.75 0.8	0	446
492	27	māṃsá	śikār,	ʃɪkɑːɾ	Bhojpuri	1217	ʃ ɪ k ɑː ɾ	3 7 1 7 5	AXBYN	SIKAR	3	3.S.C 3.I.V 3.K.C 3.A.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	445
493	27	māṃsá	mās	mɑːs	Punjabi	124	m ɑː s	4 7 3	AXN	MAS	13	13.M.C 13.A.V 13.S.c	2.0 1.5 0.8	0	446
494	27	māṃsá	gośt	ɡoːʃt	Sindhi	124	ɡ oː ʃ t	1 7 3 1	AXLN	KUST	16	16.K.C 16.U.V 16.S.c 16.T.c	2.0 1.5 1.1 0.8	0	458
495	27	māṃsá	mā̃s	None	Gujarati	124	N o n e	0 7 4 7	AXBZ	0UNE	5	5.0.C 5.U.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	1	447
496	27	māṃsá	mās	mɑːs	Marathi	124	m ɑː s	4 7 3	AXN	MAS	9	9.M.C 9.A.V 9.S.c	2.0 1.5 0.8	0	446
497	27	māṃsá	mās	mɑːs	Konkani	124	m ɑː s	4 7 3	AXN	MAS	8	8.M.C 8.A.V 8.S.c	2.0 1.5 0.8	0	446
498	27	māṃsá	moṅoh,	mɔŋɔɦ	Assamese	124	m ɔ ŋ ɔ ɦ	4 7 4 7 3	AXBYN	MUNUH	1	1.M.C 1.U.V 1.N.C 1.U.V 1.H.c	2.0 1.5 1.75 1.3 0.8	0	443
499	27	māṃsá	maṅś,	maŋxɔ	Bengali	124	m a ŋ x ɔ	4 7 4 3 7	AXMBZ	MANGU	2	2.M.C 2.A.V 2.N.c 2.G.C 2.U.V	2.0 1.5 1.1 1.75 0.8	0	444
500	27	māṃsá	maṃsô	mãsɔ	Oriya	124	m ã s ɔ	4 7 3 7	AXBZ	MASU	11	11.M.C 11.A.V 11.S.C 11.U.V	2.0 1.5 1.75 0.8	0	446
501	27	māṃsá	None	None	Kashmiri	1215	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	449
502	27	māṃsá	mas	mas	Sinhalese	124	m a s	4 7 3	AXN	MAS	17	17.M.C 17.A.V 17.S.c	2.0 1.5 0.8	0	446
503	27	māṃsá	mas	mas	Dhivehi	124	m a s	4 7 3	AXN	MAS	4	4.M.C 4.A.V 4.S.c	2.0 1.5 0.8	1	446
504	27	māṃsá	mas	mas	Romani	124	m a s	4 7 3	AXN	MAS	14	14.M.C 14.A.V 14.S.c	2.0 1.5 0.8	0	446
#
433	24	mū́la	mū́la	mul	Sanskrit	1494	m u l	4 7 5	AXN	MYL	15	15.M.C 15.Y.V 15.L.c	2.0 1.5 0.8	0	462
434	24	mū́la	mūla	mu:l	Pali	1492	m u: l	4 7 5	AXN	MYL	12	12.M.C 12.Y.V 12.L.c	2.0 1.5 0.8	0	462
435	24	mū́la	jaṛ	dʒəɽ	Hindi	65	d ʒ ə ɽ	1 3 7 5	ACXN	TSER	6	6.T.C 6.S.C 6.E.V 6.R.c	2.0 1.5 1.5 0.8	0	461
436	24	mū́la	jaṛ	dʒəɽ	Urdu	65	d ʒ ə ɽ	1 3 7 5	ACXN	TSER	18	18.T.C 18.S.C 18.E.V 18.R.c	2.0 1.5 1.5 0.8	0	461
437	24	mū́la	jarā	dzʌɾä	Nepali	65	d z ʌ ɾ ä	1 3 7 5 7	ACXBZ	TSERA	10	10.T.C 10.S.C 10.E.V 10.R.C 10.A.V	2.0 1.5 1.5 1.75 0.8	0	461
438	24	mū́la	jaṛ	dʒəɽ	Bhojpuri	1484	d ʒ ə ɽ	1 3 7 5	ACXN	TSER	3	3.T.C 3.S.C 3.E.V 3.R.c	2.0 1.5 1.5 0.8	0	461
439	24	mū́la	jaṛh	dʒəh	Punjabi	65	d ʒ ə h	1 3 7 3	ACXN	TSEH	13	13.T.C 13.S.C 13.E.V 13.H.c	2.0 1.5 1.5 0.8	0	471
440	24	mū́la	pāṛa	pəɽːə	Sindhi	65	p ə ɽː ə	1 7 5 7	AXBZ	PERE	16	16.P.C 16.E.V 16.R.C 16.E.V	2.0 1.5 1.75 0.8	0	474
441	24	mū́la	mūḷ	muːl	Gujarati	259	m uː l	4 7 5	AXN	MYL	5	5.M.C 5.Y.V 5.L.c	2.0 1.5 0.8	0	462
442	24	mū́la	mūḷ	muːɭ̆	Marathi	259	m uː ɭ̆	4 7 5	AXN	MYL	9	9.M.C 9.Y.V 9.L.c	2.0 1.5 0.8	0	462
443	24	mū́la	mūḷ	muːɭ̆	Konkani	259	m uː ɭ̆	4 7 5	AXN	MYL	8	8.M.C 8.Y.V 8.L.c	2.0 1.5 0.8	0	462
444	24	mū́la	xipa	xipa	Assamese	343	x i p a	3 7 1 7	AXBZ	GIPA	1	1.G.C 1.I.V 1.P.C 1.A.V	2.0 1.5 1.75 0.8	0	459
445	24	mū́la	śikôṛ	sikɔr	Bengali	313	s i k ɔ r	3 7 1 7 5	AXBYN	SIKUR	2	2.S.C 2.I.V 2.K.C 2.U.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	460
446	24	mū́la	cerô,	cerɔ	Oriya	259	c e r ɔ	1 7 5 7	AXBZ	CERU	11	11.C.C 11.E.V 11.R.C 11.U.V	2.0 1.5 1.75 0.8	0	461
447	24	mū́la	None	None	Kashmiri	1488	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	465
448	24	mū́la	mula	mula	Sinhalese	259	m u l a	4 7 5 7	AXBZ	MYLA	17	17.M.C 17.Y.V 17.L.C 17.A.V	2.0 1.5 1.75 0.8	0	474
449	24	mū́la	mū	muː	Dhivehi	259	m uː	4 7	AX	MY	4	4.M.C 4.Y.V	2.0 1.5	0	462
450	24	mū́la	rikita	rikita	Romani	-10	r i k i t a	5 7 1 7 1 7	AXBYBZ	RIKITA	14	14.R.C 14.I.V 14.K.C 14.I.V 14.T.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	472
#
127	7	ná	ná	na	Sanskrit	1340	n a	4 7	AX	NA	15	15.N.C 15.A.V	2.0 1.5	0	479
128	7	ná	na	nɑː	Pali	1340	n ɑː	4 7	AX	NA	12	12.N.C 12.A.V	2.0 1.5	0	479
129	7	ná	nahī̃	nəɦĩː	Hindi	60	n ə ɦ ĩː	4 7 3 7	AXBZ	NEHI	6	6.N.C 6.E.V 6.H.C 6.I.V	2.0 1.5 1.75 0.8	0	479
130	7	ná	nahī̃,	nəiː	Urdu	60	n əiː	4 7	AX	NE	18	18.N.C 18.E.V	2.0 1.5	0	479
131	7	ná	hoina,	ɦoinʌ	Nepali	60	ɦ oi n ʌ	3 7 4 7	AXBZ	HUNE	10	10.H.C 10.U.V 10.N.C 10.E.V	2.0 1.5 1.75 0.8	0	484
132	7	ná	nā	nɑː	Bhojpuri	1340	n ɑː	4 7	AX	NA	3	3.N.C 3.A.V	2.0 1.5	0	479
133	7	ná	nahī̃,	nəiː	Punjabi	60	n əiː	4 7	AX	NE	13	13.N.C 13.E.V	2.0 1.5	0	479
134	7	ná	na	nɑː	Sindhi	60	n ɑː	4 7	AX	NA	16	16.N.C 16.A.V	2.0 1.5	0	479
135	7	ná	na,	nə	Gujarati	60	n ə	4 7	AX	NE	5	5.N.C 5.E.V	2.0 1.5	0	479
136	7	ná	nāhī	naɦi	Marathi	60	n a ɦ i	4 7 3 7	AXBZ	NAHI	9	9.N.C 9.A.V 9.H.C 9.I.V	2.0 1.5 1.75 0.8	0	479
137	7	ná	nū	nu:	Konkani	60	n u:	4 7	AX	NY	8	8.N.C 8.Y.V	2.0 1.5	0	478
138	7	ná	nai	naɪ	Assamese	60	n aɪ	4 7	AX	NA	1	1.N.C 1.A.V	2.0 1.5	0	479
139	7	ná	na	na:	Bengali	60	n a:	4 7	AX	NA	2	2.N.C 2.A.V	2.0 1.5	0	479
