#
COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT
95	ṣṭhī́vati	thu	tʰuː	Assamese
95	ṣṭhī́vati	cchap,	tʃʰap	Bengali
95	ṣṭhī́vati	chepô	tʃʰɛpɔ	Oriya
95	ṣṭhī́vati	None	None	Kashmiri
95	ṣṭhī́vati	keḷagahanawā	keḷagahanawā	Sinhalese
95	ṣṭhī́vati	kuḷujehun̊	kuḷujehun	Dhivehi
95	ṣṭhī́vati	shungardel	shungardel	Romani
96	vámati	vámati	ʋɐmɐti	Sanskrit
96	vámati	vamati	ʋamɐti	Pali
96	vámati	ulṭī	ulṭi:	Hindi
96	vámati	ulṭī	ulṭi:	Urdu
96	vámati	vāntā	bäntäɡʌrnu	Nepali
96	vámati	क़aī	क़eɪī	Bhojpuri
96	vámati	ulaṭī	ulaṭī	Punjabi
96	vámati	okaṇu,	ˈoʊkəṇju	Sindhi
96	vámati	ulaṭī	ulaṭī	Gujarati
96	vámati	okṇe	okṇɛ	Marathi
96	vámati	voṅkce	voʊṅkce	Konkani
96	vámati	bomi	bomi	Assamese
96	vámati	bômi	bɔmi	Bengali
96	vámati	banti	banti	Oriya
96	vámati	None	None	Kashmiri
96	vámati	wamane	wamane	Sinhalese
96	vámati	hoḍulun̊	hoḍulun̊	Dhivehi
96	vámati	shandel	shandel	Romani
97	vā́ti	vā́ti	ʋɑːti	Sanskrit
97	vā́ti	dhamati	dʰamati	Pali
97	vā́ti	phū̃knā	pʰukna:	Hindi
97	vā́ti	phū̃knā	pʰukna:	Urdu
97	vā́ti	phuknu,	pʰuknu	Nepali
97	vā́ti	phū̃ke	pʰukɛ	Bhojpuri
97	vā́ti	phūkṇā	pʰukna:	Punjabi
97	vā́ti	phūkaṇu	pʰuka:nu	Sindhi
97	vā́ti	phū̃kvũ	pʰukvu	Gujarati
97	vā́ti	phuṅkṇe	pʰuṅkṅɛ	Marathi
97	vā́ti	phūk	pʰuk	Konkani
97	vā́ti	phu	pʰu	Assamese
97	vā́ti	phũ	pʰu:	Bengali
97	vā́ti	phuṅkiba	pʰuṅki:ba:	Oriya
97	vā́ti	None	None	Kashmiri
97	vā́ti	tappulanawā	tappulanawā	Sinhalese
97	vā́ti	fumun̊	fumun̊	Dhivehi
97	vā́ti	phurdel	pʰurdɛl	Romani
98	ániti	ániti	ániti	Sanskrit
98	ániti	sasati	sasati	Pali
98	ániti	sā̃s	sɑːsleːnɑː	Hindi
98	ániti	sā̃ns	sɑːns	Urdu
98	ániti	sās	säspʰernu	Nepali
98	ániti	sā̃s	sɑːs	Bhojpuri
98	ániti	sāh	sɑːh	Punjabi
98	ániti	sāhu	sɑːhu	Sindhi
98	ániti	śvās	'svɑːs	Gujarati
98	ániti	śvās	'svɑːs	Marathi
98	ániti	śvās	'svɑːs	Konkani
98	ániti	uxah	uxah	Assamese
98	ániti	śaś	'sa:'s	Bengali
98	ániti	niśwasô	niśwʌzô	Oriya
98	ániti	None	None	Kashmiri
98	ániti	hamanawā	hamanawā	Sinhalese
98	ániti	nēvālun̊	nēvālun̊	Dhivehi
98	ániti	sufla	sufla	Romani
99	smáyate,	smáyate,	smɐjɐtɐj	Sanskrit
99	smáyate,	hasati	hasati	Pali
99	smáyate,	hãsnā	ɦəsnɑː	Hindi
99	smáyate,	hãsnā	ɦəsnɑː	Urdu
99	smáyate,	hā̃snu	ɦäsnu	Nepali
99	smáyate,	hãse	ɦəsɛ	Bhojpuri
99	smáyate,	hassaṇā	ɦəsnɑːṇɑː	Punjabi
99	smáyate,	khilaṇu	khilaṇu	Sindhi
99	smáyate,	hasvũ	ˈɦəsʋũ	Gujarati
99	smáyate,	hasṇe	ˈɦəsṇɛ	Marathi
99	smáyate,	hāsce	ɦəstʃɛ	Konkani
99	smáyate,	hãh	ɦãɦ	Assamese
99	smáyate,	haśa	ˈɦɑʃɑ	Bengali
99	smáyate,	hôsiba	hɔsiba	Oriya
99	smáyate,	None	None	Kashmiri
99	smáyate,	hināwenawā	hināwenawā	Sinhalese
99	smáyate,	hunun̊	hunun	Dhivehi
99	smáyate,	asal	ˈasˠəlˠ	Romani
100	páśyati*,	páśyati*,	pɐɕjɐti	Sanskrit
100	páśyati*,	dakkhati	dak:ʰati	Pali
100	páśyati*,	dikhnā*,	dikʰna:	Hindi
100	páśyati*,	dikhnā*,	dikʰna:	Urdu
100	páśyati*,	hernu,	ɦernu	Nepali
100	páśyati*,	dekhe	dekhe	Bhojpuri
100	páśyati*,	vekhṇā	ʋeːkʰəɳaː	Punjabi
100	páśyati*,	disaṇu	disaṇu	Sindhi
100	páśyati*,	jovũ	jovũ	Gujarati
100	páśyati*,	disṇe*,	disṇɛ	Marathi
100	páśyati*,	pavce,	pavtʃɛ	Konkani
100	páśyati*,	dekh	dɛkʰ	Assamese
100	páśyati*,	dekha	dɛkʰa	Bengali
100	páśyati*,	dekhiba	dekʰiba	Oriya
100	páśyati*,	None	None	Kashmiri
100	páśyati*,	dakinawā,	dakinawā	Sinhalese
100	páśyati*,	belun̊	belun̊	Dhivehi
100	páśyati*,	dikhel	dikʰɛl	Romani
101	śṛṇóti	śṛṇóti	ɕrɳɐwti	Sanskrit
101	śṛṇóti	suṇāti	sʊṇa:ti	Pali
101	śṛṇóti	sunnā	sʊnnɑː	Hindi
101	śṛṇóti	sunnā	sʊɳᵊnɑː	Urdu
101	śṛṇóti	sunnu	sunːu	Nepali
101	śṛṇóti	sune	sunɛ	Bhojpuri
101	śṛṇóti	suṇnā	sʊṇᵊnɑː	Punjabi
101	śṛṇóti	ɓudhaṇu	ɓudʰaṇu	Sindhi
101	śṛṇóti	sā̃bhaḷvũ	sā̃bhaḷvũ	Gujarati
101	śṛṇóti	aikṇe	aikṇɛ	Marathi
101	śṛṇóti	aikce,	aiktʃɛ	Konkani
101	śṛṇóti	xun	xun	Assamese
101	śṛṇóti	śona	ʃonɑ	Bengali
101	śṛṇóti	śuṇiba	suɳiba	Oriya
101	śṛṇóti	None	None	Kashmiri
101	śṛṇóti	æhenawā	æhenawā	Sinhalese
101	śṛṇóti	ivun̊	ivun̊	Dhivehi
101	śṛṇóti	śunel	śunel	Romani
102	jānā́ti	jānā́ti	dʑɑːnɑːti	Sanskrit
102	jānā́ti	jānāti	dʑɑːnɑːti	Pali
102	jānā́ti	jānnā	dʒɑːnnɑː	Hindi
102	jānā́ti	jānnā	dʒɑːnnɑː	Urdu
102	jānā́ti	cinnu,	tsinːu	Nepali
102	jānā́ti	jāne	dʑɑːnɛ	Bhojpuri
102	jānā́ti	jāṇnā	dʒɑːnnɑː	Punjabi
102	jānā́ti	ʄāṇaṇu	ʄāṇaṇu	Sindhi
102	jānā́ti	jāṇvũ	dʒɑːnvu:	Gujarati
102	jānā́ti	māhīt	maɦitəsɳe	Marathi
102	jānā́ti	jāṇce,	dzɑːɳtʃɛ	Konkani
102	jānā́ti	zan	zan	Assamese
102	jānā́ti	jana	zana	Bengali
102	jānā́ti	jaṇiba	dʒaɳiba	Oriya
102	jānā́ti	None	None	Kashmiri
102	jānā́ti	dannawā	dannawā	Sinhalese
102	jānā́ti	eⁿgun̊	eⁿgun̊	Dhivehi
102	jānā́ti	ʒanel	dʒanel	Romani
103	mányate,	mányate,	mɐnjɐtɐj	Sanskrit
103	mányate,	cinteti	tʃintɛti	Pali
103	mányate,	socnā	soːtʃnɑː	Hindi
103	mányate,	socnā	soːtʃnɑː	Urdu
103	mányate,	socnu,	sotsnu	Nepali
103	mányate,	soce	None	Bhojpuri
103	mányate,	socṇā	soːtʃnɑː	Punjabi
103	mányate,	socaṇu,	soːtʃɑṇu	Sindhi
103	mányate,	vicārvũ	vitʃha:rvu:	Gujarati
103	mányate,	vicār	vitʃha:r	Marathi
103	mányate,	citce	tʃttʃɛ	Konkani
103	mányate,	bhabo	bʱabo	Assamese
103	mányate,	bhaba	bʱaba	Bengali
103	mányate,	bhabiba	bʱabiba:	Oriya
103	mányate,	None	None	Kashmiri
103	mányate,	hitanawā	hitanawā	Sinhalese
103	mányate,	visnun̊	visnun̊	Dhivehi
103	mányate,	gindil	gindil	Romani
104	jíghrati	jíghrati	dʑíɡʱɾɐti	Sanskrit
104	jíghrati	gandha	gandʱa	Pali
104	jíghrati	sūṅghnā	suːŋɡʱnɑː	Hindi
104	jíghrati	sū̃ghnā	suːɡʱnɑː	Urdu
104	jíghrati	sũghnu	sũɡnu	Nepali
104	jíghrati	sūṅghe	sũɡʱɛ	Bhojpuri
104	jíghrati	suṅghṇā	suːŋɡʱnɑː	Punjabi
104	jíghrati	suṅghaṇu,	suːŋɡʱaṇu:	Sindhi
104	jíghrati	suṅghvũ	suːŋɡʱvu	Gujarati
104	jíghrati	vās	vɑːs	Marathi
104	jíghrati	vās	vɑːs	Konkani
104	jíghrati	xuṅ	xuṅ	Assamese
104	jíghrati	śõka	śõka	Bengali
104	jíghrati	śuṅghiba	śjuṅghiba	Oriya
104	jíghrati	None	None	Kashmiri
104	jíghrati	nidanawā	nidanawā	Sinhalese
104	jíghrati	vasbelun̊	vasbelun̊	Dhivehi
104	jíghrati	sungal	suˈŋal	Romani
105	bibhéti,	bibhéti,	bibʱɐjti	Sanskrit
105	bibhéti,	dara	ˈdɒrɒ	Pali
105	bibhéti,	ḍarnā	ɖəɾnɑː	Hindi
105	bibhéti,	ḍarnā	ɖəɾnɑː	Urdu
105	bibhéti,	ḍarāunu	ɖʌɾäunu	Nepali
105	bibhéti,	ḍare	ɖʌɾɛ	Bhojpuri
105	bibhéti,	ḍarnā	ɖəɾnɑː	Punjabi
105	bibhéti,	ḍiʄaṇu	ḍiʄaṇu	Sindhi
105	bibhéti,	ḍarvũ	ɖʌɾvu	Gujarati
105	bibhéti,	ghābarṇe,	ghābarṇe	Marathi
105	bibhéti,	bhivce	bhivce	Konkani
105	bibhéti,	bhoy	bhoy	Assamese
105	bibhéti,	bhôẏ	bhôẏ	Bengali
105	bibhéti,	ḍôriba	ḍôriba	Oriya
105	bibhéti,	None	None	Kashmiri
105	bibhéti,	tætigannawā	tætigannawā	Sinhalese
105	bibhéti,	birugatun̊	birugatun̊	Dhivehi
105	bibhéti,	daral	daral	Romani
106	svápiti	svápiti	sʋɐpiti	Sanskrit
106	svápiti	supati	supati	Pali
106	svápiti	sonā	soːnɑː	Hindi
106	svápiti	sonā	suːnɑː	Urdu
106	svápiti	sutnu	sutnu	Nepali
106	svápiti	sute	sute	Bhojpuri
106	svápiti	sauṇā	sauṇɑː	Punjabi
106	svápiti	sumhaṇu	sumʱaṇu:	Sindhi
106	svápiti	ū̃ghavũ	ū̃gʱavũ	Gujarati
106	svápiti	j̈hopṇe,	dzʱopɳe	Marathi
106	svápiti	nhiduñce	nhiduñce	Konkani
106	svápiti	xu	zu	Assamese
106	svápiti	ghumano	ˈɡʱumaˌno	Bengali
106	svápiti	śoiba	soiba:	Oriya
106	svápiti	None	None	Kashmiri
106	svápiti	nidā	nidɑː	Sinhalese
106	svápiti	nidun̊	nidun̊	Dhivehi
106	svápiti	sovel	ˈsoːvɛl	Romani
107	jī́vati	jī́vati	dʑíːʋɐti	Sanskrit
107	jī́vati	jīvati	dʑiːʋɐti	Pali
107	jī́vati	jīnā	dʒiːnɑː	Hindi
107	jī́vati	jīnā	dʒiːnɑ	Urdu
107	jī́vati	bā̃cnu,	bätsnu	Nepali
107	jī́vati	jīe	dʒiɛ	Bhojpuri
107	jī́vati	jiūṇā	dʑiu:ṇɑː	Punjabi
107	jī́vati	jīaṇu	dʑiu:ṇu:	Sindhi
107	jī́vati	jīvvũ	dʑiʋũ:	Gujarati
107	jī́vati	j̈agṇe	dʑɑːṇe	Marathi
107	jī́vati	jagce	dʑɑːtʃe	Konkani
107	jī́vati	ziai	ziai	Assamese
107	jī́vati	bãca	bãtʃa	Bengali
107	jī́vati	rôhiba	rohibɑː	Oriya
107	jī́vati	None	None	Kashmiri
107	jī́vati	jīwat	dʑi:wat	Sinhalese
107	jī́vati	dirihurun̊	dirihurun̊	Dhivehi
107	jī́vati	zhuvel	zhuvel	Romani
108	mriyáte	mriyáte	mɾijɐtɐj	Sanskrit
108	mriyáte	marati	marati	Pali
108	mriyáte	marnā	məɾnɑː	Hindi
108	mriyáte	marnā	məɾnɑː	Urdu
108	mriyáte	marnu	mʌrnu	Nepali
108	mriyáte	mare	məɾe	Bhojpuri
108	mriyáte	marnā	məɾnɑː	Punjabi
108	mriyáte	maraṇu	məɾɑːṇu:	Sindhi
108	mriyáte	marvũ	mʌrvũ:	Gujarati
108	mriyáte	marṇe	məɾṇe	Marathi
108	mriyáte	marce	məɾtʃɛ	Konkani
108	mriyáte	mor	mɔɹ	Assamese
108	mriyáte	môra	ˈmɔɾa	Bengali
108	mriyáte	môrijiba	ˈmɔɾidʑibɑː	Oriya
108	mriyáte	None	None	Kashmiri
108	mriyáte	mærenawā,	ɛmæˌriˈnɑā	Sinhalese
108	mriyáte	maruvun̊	maruvun̊	Dhivehi
108	mriyáte	merel	ˈmeːrəl	Romani
109	hánti	hánti	ɦɐnti	Sanskrit
109	hánti	māreti	mɑːɾɛti	Pali
109	hánti	mārnā	mɑːɾnɑː	Hindi
109	hánti	mārnā	mɑːɾnɑː	Urdu
109	hánti	mārnu	märnu	Nepali
109	hánti	māre	mɑːɾɛ	Bhojpuri
109	hánti	mārnā	mɑːrnɑː	Punjabi
109	hánti	māraṇu	mɑːrɑːṇu	Sindhi
109	hánti	mārvũ	mɑːrvʋ:	Gujarati
109	hánti	mārṇe	mɑːrɑṇe	Marathi
109	hánti	mārce	mɑːrtʃɛ	Konkani
109	hánti	mar,	mar	Assamese
109	hánti	mara,	mara	Bengali
109	hánti	mariba	maɾiba	Oriya
109	hánti	None	None	Kashmiri
109	hánti	maranawā	maranawā	Sinhalese
109	hánti	merun̊	merun̊	Dhivehi
109	hánti	mudarel	mudarel	Romani
110	yúdhyate	yúdhyate	waɪúdhyate	Sanskrit
110	yúdhyate	yodheti	yodheti	Pali
110	yúdhyate	laṛnā	ləɽnɑː	Hindi
110	yúdhyate	laṛnā	ləɽᵊnɑː	Urdu
110	yúdhyate	laḍnu	lʌɽɳu	Nepali
110	yúdhyate	laṛe	ləɽe	Bhojpuri
110	yúdhyate	laṛnā	ləɽnɑː	Punjabi
110	yúdhyate	viṛhaṇu	viɽhɑːṇu	Sindhi
110	yúdhyate	laḍvũ	laɖvũ:	Gujarati
110	yúdhyate	laḍhṇe	laɖʱṇɛ	Marathi
110	yúdhyate	jhagaḍce	dʑagaɖtʃɛ	Konkani
110	yúdhyate	zũz	zũz	Assamese
110	yúdhyate	lôṛa	lɔɹa	Bengali
110	yúdhyate	juddhô	dʑud:ʱô:	Oriya
110	yúdhyate	None	None	Kashmiri
110	yúdhyate	saṭan	sɑṭæn	Sinhalese
110	yúdhyate	taḷāfoḷun̊	tɑḷāfoḷʌn	Dhivehi
110	yúdhyate	marel	marel	Romani
111	veti	veti	veti	Sanskrit
111	veti	migava	migava	Pali
111	veti	śikār	ʃɪkɑː	Hindi
111	veti	śikār	ʃɪkɑːɾ	Urdu
111	veti	sikār	sikär	Nepali
111	veti	śikār	ʃɪkɑːɾ	Bhojpuri
111	veti	ṭolṇā	ṭolṇā	Punjabi
111	veti	śikāru	ʃɪkɑːɾu:	Sindhi
111	veti	śikār	ʃɪkɑːɾ	Gujarati
111	veti	śikār	ʃɪkɑːɾ	Marathi
111	veti	śikār	ʃɪkɑːɾ	Konkani
111	veti	sikar	sikär	Assamese
111	veti	śikar	ʃikar	Bengali
111	veti	śikarô	ʃikaro:	Oriya
111	veti	None	None	Kashmiri
111	veti	daḍayam	dɑḍayam	Sinhalese
111	veti	sikāra	sikär	Dhivehi
111	veti	mudarel	mudarel	Romani
112	hánti,	hánti,	ɦɐnti	Sanskrit
112	hánti,	abhihanati	abʱiɦɑnɑti	Pali
112	hánti,	mārnā	mɑːɾnɑː	Hindi
112	hánti,	mārnā	mɑːɾnɑː	Urdu
112	hánti,	hānnu	ɦänːu	Nepali
112	hánti,	māre	mmɑːɾɛ	Bhojpuri
112	hánti,	jaṛnā	dʑɾnɑː	Punjabi
112	hánti,	māraṇu	mɑːraṇu:	Sindhi
112	hánti,	mārvũ,	mɑːrvũ:	Gujarati
112	hánti,	mārṇe	mɑrne	Marathi
112	hánti,	mārap	mɑrɑp	Konkani
112	hánti,	pit	pit	Assamese
112	hánti,	mara	mara	Bengali
112	hánti,	piṭiba,	paɪṭˈibə	Oriya
112	hánti,	None	None	Kashmiri
112	hánti,	gahanawā	gahanawā	Sinhalese
112	hánti,	jehun̊	dʑɛhun̊	Dhivehi
112	hánti,	chalavel	tʃhalavɛl	Romani
113	kṛntáti	kṛntáti	krntɐti	Sanskrit
113	kṛntáti	karati	kǎːrati	Pali
113	kṛntáti	kāṭnā	ˈkaːʈnaː	Hindi
113	kṛntáti	kāṭnā	ˈkaːʈnaː	Urdu
113	kṛntáti	kāṭnu	käʈɳu	Nepali
113	kṛntáti	kāṭe	ˈkaːʈe	Bhojpuri
113	kṛntáti	kaṭṭaṇā	kaʈ:aṇaː	Punjabi
113	kṛntáti	vaḍhaṇu	vaḍhɑṇju	Sindhi
113	kṛntáti	kāpvũ	keɪāpvũ	Gujarati
113	kṛntáti	kāpṇe	kaːpnɛ	Marathi
113	kṛntáti	kātrap,	kaːtrap	Konkani
113	kṛntáti	kat	kat	Assamese
113	kṛntáti	kaṭa	kata	Bengali
113	kṛntáti	kaṭiba	kaʈibaː	Oriya
113	kṛntáti	None	None	Kashmiri
113	kṛntáti	kapanawā	kapanawā	Sinhalese
113	kṛntáti	fotikurun̊	fotikurun	Dhivehi
113	kṛntáti	shinel	shinel	Romani
114	bhinátti	bhinátti	bʱinɐtti	Sanskrit
114	bhinátti	bhindati	bʱinatti	Pali
114	bhinátti	baṇṭnā	bəɳʈnɑː	Hindi
114	bhinátti	bā̃ṭnā*	bäʈnɑː	Urdu
114	bhinátti	bā̃ḍnu,	bäɽɳu	Nepali
114	bhinátti	baṇṭe	baɳʈe	Bhojpuri
114	bhinátti	pāṛnā	pɑːɽnɑː	Punjabi
114	bhinátti	cīraṇu,	tʃi:raɳu	Sindhi
114	bhinátti	bhāg	bhɑːg	Gujarati
114	bhinátti	vāṭṇe*,	vɑːʈɳɛ	Marathi
114	bhinátti	bhesā̃	bʱɛsä	Konkani
114	bhinátti	bhoga	bʱɔɡa	Assamese
114	bhinátti	bibhôkt	bibhɔkt	Bengali
114	bhinátti	phaṛiba,	phaṛˈibə	Oriya
114	bhinátti	None	None	Kashmiri
114	bhinátti	bedā	bɛdɑː	Sinhalese
114	bhinátti	baikurun̊	baikurun̊	Dhivehi
114	bhinátti	pharravel	pharravel	Romani
115	vídhyati	vídhyati	viídhyati	Sanskrit
115	vídhyati	chūriyāhanati	tʃhu:rɑːiyhanati	Pali
115	vídhyati	bhoṅknā	bʱoːŋknɑː	Hindi
115	vídhyati	bhoṅknā	bʱoːŋknɑː	Urdu
115	vídhyati	ghopnu	ɡʱopnu	Nepali
115	vídhyati	khobhe	kʱobʱe	Bhojpuri
115	vídhyati	khobhṇā	kʱobʱŋɑː	Punjabi
115	vídhyati	haṇaṇu	hɑṇeɪṇju	Sindhi
115	vídhyati	bhoṅkvũ	bʱoŋkvũ	Gujarati
115	vídhyati	bhosakṇe	bʱosakŋɛ	Marathi
115	vídhyati	surī	suri:	Konkani
115	vídhyati	khü̃s	khü̃ɛs	Assamese
115	vídhyati	chora	tʃʱra	Bengali
115	vídhyati	prôharô	prtʃʱarɔ	Oriya
115	vídhyati	None	None	Kashmiri
115	vídhyati	pihiyakin	pihiyakin	Sinhalese
115	vídhyati	herun̊	herun̊	Dhivehi
115	vídhyati	pusavel	pusavel	Romani
116	likháti	likháti	likʰɐti	Sanskrit
116	likháti	likhati	likʰəti	Pali
116	likháti	kharoñcnā	kʰəɾoːntʃnɑː	Hindi
116	likháti	khuracnā	kʰuɾatʃnɑː	Urdu
116	likháti	kotarnu	kotʌrnu	Nepali
116	likháti	kharoñce	kʰaroñtʃe	Bhojpuri
116	likháti	gharūṇḍṇā	gharūṇḍṇā	Punjabi
116	likháti	khanahaṇu	khanahaṇu	Sindhi
116	likháti	khaṇvũ	kʰaŋvũ	Gujarati
116	likháti	khāj̈avṇe	kʰadzəʋɳe	Marathi
116	likháti	None	None	Konkani
116	likháti	ãsür	ãsʊɹ	Assamese
116	likháti	khamcano	kʰamtʃano	Bengali
116	likháti	rampuṛiba	rampuṛˈibə	Oriya
116	likháti	None	None	Kashmiri
116	likháti	sūranawā	ɛsūranawā	Sinhalese
116	likháti	kehun̊	kehun̊	Dhivehi
116	likháti	xarundel	xarundel	Romani
117	khánati	khánati	kʰɐnɐti	Sanskrit
117	khánati	khaṇati	kʰɑŋɐti	Pali
117	khánati	khodnā	kʰoːdnɑː	Hindi
117	khánati	khodnā	kʰoːdnɑː	Urdu
117	khánati	khannu	kʰʌnːu	Nepali
117	khánati	khode	None	Bhojpuri
117	khánati	puṭṭaṇā	puṭṭeɪṇā	Punjabi
117	khánati	khoṭaṇu	kʰoʈaŋu:	Sindhi
117	khánati	khodvũ	kʰoʈaŋvũ	Gujarati
117	khánati	khodṇe,	kʰodŋe	Marathi
117	khánati	khaṇap	kʰaŋap	Konkani
117	khánati	khando	kʰaŋdo	Assamese
117	khánati	khõṛano	kʰoɽano	Bengali
117	khánati	khoḷiba	kʰoɭiba	Oriya
117	khánati	None	None	Kashmiri
117	khánati	kaṇinawā	kɑṇinawā	Sinhalese
117	khánati	kon̊nun̊	kɑn̊nʌn̊	Dhivehi
117	khánati	hunavel	hunavel	Romani
118	plávate	plávate	plɐʋɐtɐj	Sanskrit
118	plávate	pilavati	pilavati	Pali
118	plávate	tairnā	tɛːɾnɑː	Hindi
118	plávate	tairnā	tɛːɾnɑː	Urdu
118	plávate	pauḍinu	pʌuɽinu	Nepali
118	plávate	taire	tɛːɾɛ	Bhojpuri
118	plávate	tairnā	tɛːɾnɑː	Punjabi
118	plávate	taraṇu	tɛːɾŋuː	Sindhi
118	plávate	tarvũ	tɛːɾvũ	Gujarati
118	plávate	pohṇe	pohŋe	Marathi
118	plávate	phirap	phirap	Konkani
118	plávate	xãtür	ɛksãtiüɑr	Assamese
118	plávate	śãtôrano	ʃãtrano	Bengali
118	plávate	pôhôm̐riba	piôeɪʧôɛm̐ˈribə	Oriya
118	plávate	None	None	Kashmiri
118	plávate	pihinanawā	pihinanawā	Sinhalese
118	plávate	fetun̊	fetun̊	Dhivehi
118	plávate	plemel	plemel	Romani
119	pátati	pátati	pɐtɐti	Sanskrit
119	pátati	uḍḍeti	ʊɖːeti:	Pali
119	pátati	uṛnā	ʊɽnɑː	Hindi
119	pátati	uṛnā	None	Urdu
119	pátati	uḍnu	uɽɳu	Nepali
119	pátati	uṛe	uɽɛ	Bhojpuri
119	pátati	uḍḍaṇā	ʊɖːəɳaː	Punjabi
119	pátati	uᶑiraṇu	ʊɖi:ɳaɽɳu	Sindhi
119	pátati	uḍavũ	uɖəav	Gujarati
119	pátati	uḍṇe	uɖɳe	Marathi
119	pátati	uḍap	uɖap	Konkani
119	pátati	ur	uɹ	Assamese
119	pátati	oṛa	oɽ:a	Bengali
119	pátati	uṛiba	uɽiba:	Oriya
119	pátati	None	None	Kashmiri
119	pátati	igilenawā,	igilenawā	Sinhalese
119	pátati	uduhun̊	uduhun̊	Dhivehi
119	pátati	ural	ˈurɒl	Romani
120	éti,	éti,	ɐjti	Sanskrit
120	éti,	carati	tʃarati	Pali
120	éti,	calnā	tʃəlnɑː	Hindi
120	éti,	calnā	tʃəlnɑː	Urdu
120	éti,	hĩḍnu	ɦĩɽɳu	Nepali
120	éti,	cale,	tʃale	Bhojpuri
120	éti,	turnā	tʊɾnɑː	Punjabi
120	éti,	halaṇu	halaṇu	Sindhi
120	éti,	cālvũ	tʃa:vũ	Gujarati
120	éti,	ċālṇe	tsalɳe	Marathi
120	éti,	calap	'itʃa:lap	Konkani
120	éti,	khüz	khüz	Assamese
120	éti,	hãṭa	hãʈa	Bengali
120	éti,	caliba	tʃaliba	Oriya
120	éti,	None	None	Kashmiri
120	éti,	æwidinawā	æwidinawā	Sinhalese
120	éti,	hiⁿgun̊	haɪⁿgʌn	Dhivehi
120	éti,	phirel	phir	Romani
121	ā́gacchati	ā́gacchati	ɑːɡɐttɕʰɐti	Sanskrit
121	ā́gacchati	āyāti,	āwaɪāti	Pali
121	ā́gacchati	ānā	ɑːnɑː	Hindi
121	ā́gacchati	ānā	ʔaːna	Urdu
121	ā́gacchati	āunu	äunu	Nepali
121	ā́gacchati	āve	äve	Bhojpuri
121	ā́gacchati	āuṇā	ɑːuɳɑː	Punjabi
121	ā́gacchati	acaṇu	atʃaɳu	Sindhi
121	ā́gacchati	āvavũ	ɑːvavu	Gujarati
121	ā́gacchati	yeṇe	jeɳe	Marathi
121	ā́gacchati	pāvap	pɑːvap	Konkani
121	ā́gacchati	ah	aʱ	Assamese
121	ā́gacchati	aśa	ˈaʃa	Bengali
121	ā́gacchati	asiba	asiba	Oriya
121	ā́gacchati	None	None	Kashmiri
121	ā́gacchati	enawā	enawā	Sinhalese
121	ā́gacchati	aun̊	aun̊	Dhivehi
121	ā́gacchati	avel	əˈvɛl	Romani
122	śéte	śéte	śéti	Sanskrit
122	śéte	seti	ˈsɛti	Pali
122	śéte	leṭnā	leːʈnɑː	Hindi
122	śéte	leṭnā	leːʈnɑː	Urdu
122	śéte	tersinu,	tersinu	Nepali
122	śéte	leṭe	leːʈe	Bhojpuri
122	śéte	leṭṇā,	leːʈnɑː	Punjabi
122	śéte	leṭaṇu	leːʈɑɳu	Sindhi
122	śéte	suvũ	suvũ	Gujarati
122	śéte	āḍve	ɑːdve	Marathi
122	śéte	None	None	Konkani
122	śéte	bagor	ˈbægər	Assamese
122	śéte	śoẏa	śoʊẏeɪ	Bengali
122	śéte	pôḍi	pɔᶑi:	Oriya
122	śéte	None	None	Kashmiri
122	śéte	wætirenawā	ˈdʌbəljuætirenawā	Sinhalese
122	śéte	oṣōṭun̊	oʊṣōṭʌn	Dhivehi
122	śéte	pashlyol	pashlyol	Romani
123	sī́dati	sī́dati	síːdɐti	Sanskrit
123	sī́dati	nisīdati	nisíːdɐti	Pali
123	sī́dati	baiṭhnā	baitʱnɑː	Hindi
123	sī́dati	baiṭhnā	baitʱnɑː	Urdu
123	sī́dati	basnu	bʌsnu	Nepali
123	sī́dati	baiṭhe	baitʱɛ	Bhojpuri
123	sī́dati	bahiṇā	baitʱnɑː	Punjabi
123	sī́dati	vehaṇu	vehaɳu:	Sindhi
123	sī́dati	besvũ	besvũ	Gujarati
123	sī́dati	basṇe	bʌsɳe	Marathi
123	sī́dati	basap	bʌsap	Konkani
123	sī́dati	boh	bɔɦ	Assamese
123	sī́dati	bôśa	ˈbɔʃa	Bengali
123	sī́dati	bôsiba	bɔsiba	Oriya
123	sī́dati	None	None	Kashmiri
123	sī́dati	iⁿdagannawā	aɪⁿdagannawā	Sinhalese
123	sī́dati	iṣīnun̊	aɪṣīnʌn	Dhivehi
123	sī́dati	beśel	biśɛl	Romani
124	tíṣṭhati	tíṣṭhati	tíʂʈʰɐti	Sanskrit
124	tíṣṭhati	tiṭṭhati	tiʂʈ:ʰɐti	Pali
124	tíṣṭhati	khaṛā	kʰəɽɑː	Hindi
124	tíṣṭhati	khaṛā	kʰəɽɑː	Urdu
124	tíṣṭhati	uṭhnu	uʈʰɳu	Nepali
124	tíṣṭhati	ṭhāṛ	tʰɑːɽ	Bhojpuri
124	tíṣṭhati	khaṛhnā	kʰɑɽnhɑː	Punjabi
124	tíṣṭhati	uṭhaṇu	utʰaɳu:	Sindhi
124	tíṣṭhati	ūbhavũ,	u:bhavũ	Gujarati
124	tíṣṭhati	ubhe	ubʱe	Marathi
